% Model,STAGE6~1.MPH
% Version,COMSOL 6.4.0.378
% Date,"Jun 8 2026, 16:47"
% Table,Table 6 - Volume Maximum 2
% Time (s),tumor max displacement (1),tumor vm integral (1),tumar max VM (1)
1.6949999999999998,0.2910932074934592,0.015457377979771857,0.015457377979771857
1.7,0.47223601749436406,0.009701668005015231,0.009701668005015231
1.705,0.7231695514175392,0.02144831126467383,0.02144831126467383
1.71,1.009246830992035,0.033939259754837386,0.033939259754837386
1.7149999999999999,1.303464623389177,0.04654359727555204,0.04654359727555204
1.72,1.571706647287401,0.05886661208729523,0.05886661208729523
1.725,1.7860218795885043,0.06934127523184151,0.06934127523184151
1.73,1.9312214531346308,0.07574494057774994,0.07574494057774994
1.7349999999999999,1.9981488215153673,0.07722594054421027,0.07722594054421027
1.74,1.9790990033529605,0.07506070287931574,0.07506070287931574
1.745,1.8707921213543897,0.0705975066939143,0.0705975066939143
1.75,1.6740297081084758,0.06392370886887914,0.06392370886887914
1.755,1.391523841817968,0.05501658466615292,0.05501658466615292
1.76,1.0299517577791,0.04393840732795772,0.04393840732795772
1.7650000000000001,0.6041598658766404,0.029699178535420104,0.029699178535420104
1.77,0.1351430129615562,0.011723177854264941,0.011723177854264941
1.775,0.40012298999166895,0.011678207643126586,0.011678207643126586
1.7799999999999998,0.892377697694376,0.03503327747152216,0.03503327747152216
1.785,1.391949563175984,0.0561535273245324,0.0561535273245324
1.79,1.8709555241867886,0.07349639802648049,0.07349639802648049
1.795,2.3193593370168726,0.08751517075534271,0.08751517075534271
1.7999999999999998,2.7227857666665662,0.09951267342140675,0.09951267342140675
1.805,3.065287425744993,0.11017782664330471,0.11017782664330471
1.81,3.333990182062807,0.11914474602445171,0.11914474602445171
1.815,3.5201226349433954,0.1253097623870896,0.1253097623870896
1.8199999999999998,3.618909989097426,0.12774709121316638,0.12774709121316638
1.825,3.633775480134752,0.12707622785917586,0.12707622785917586
1.83,3.581557770348936,0.12462872873197171,0.12462872873197171
1.835,3.4923736212648264,0.12063081796969152,0.12063081796969152
1.8399999999999999,3.4089577856590516,0.11547825937957783,0.11547825937957783
1.845,3.373614064237705,0.11153869524126658,0.11153869524126658
1.85,3.423443285810762,0.1117132271092265,0.1117132271092265
1.855,3.5784350186477494,0.11704807118481836,0.11704807118481836
1.8599999999999999,3.833195199736551,0.12671420328342603,0.12671420328342603
1.865,4.158310192510711,0.13966314206697056,0.13966314206697056
1.87,4.519356685119482,0.15527672799638786,0.15527672799638786
1.875,4.886552010306763,0.17199731110319239,0.17199731110319239
1.88,5.232095152537619,0.1870666487573557,0.1870666487573557
1.885,5.5289910257933625,0.19939625050269502,0.19939625050269502
1.8900000000000001,5.752650946482611,0.20869435078814927,0.20869435078814927
1.895,5.887898153935781,0.21395002299501306,0.21395002299501306
1.9,5.926216040523222,0.21391885273510627,0.21391885273510627
1.9000000000000001,5.926216040523221,0.21391885273510497,0.21391885273510497
1.925,4.6566382534152515,0.1598095884524882,0.1598095884524882
1.9500000000000002,3.2753980795743884,0.10305248251301838,0.10305248251301838
1.975,4.183534400672876,0.13604081378188781,0.13604081378188781
2,5.549408876394486,0.19961765983267085,0.19961765983267085
2.0250000000000004,5.291323706692903,0.19052129598806553,0.19052129598806553
2.0500000000000003,4.183478297676458,0.13670383326939295,0.13670383326939295
2.075,3.448704345511566,0.11594647140089301,0.11594647140089301
2.1,4.40912430829313,0.14968931442998973,0.14968931442998973
2.125,5.8239793971571725,0.21020657409980253,0.21020657409980253
2.1500000000000004,5.18776443707387,0.17708799766565883,0.17708799766565883
2.1750000000000003,3.4007224368602356,0.1142252511116853,0.1142252511116853
2.2,3.7097667596953907,0.12388332438756684,0.12388332438756684
