Time (s)	Displacement magnitude (m)	von Mises stress (N/m^2)
0.0000	6.1236E-16	7.2752E-9
0.025000	2.7627E-5	29.385
0.050000	2.0736E-4	145.44
0.075000	6.7632E-4	362.08
0.10000	0.0014239	653.39
0.12500	0.0022256	953.02
0.15000	0.0027923	1192.3
0.17500	0.0030544	1338.9
0.20000	0.0030883	1389.1
0.22500	0.0030679	1403.5
0.25000	0.0032215	1488.6
0.27500	0.0036370	1686.6
0.30000	0.0042836	1958.5
0.32500	0.0050550	2254.6
0.35000	0.0057531	2524.7
0.37500	0.0061324	2699.5
0.40000	0.0061833	2772.0
0.42500	0.0061512	2792.6
0.45000	0.0062345	2843.6
0.47500	0.0065750	3005.2
0.50000	0.0071871	3269.2
0.52500	0.0079483	3567.3
0.55000	0.0086477	3843.3
0.57500	0.0091271	4046.8
0.60000	0.0093037	4152.9
0.62500	0.0092768	4185.5
0.65000	0.0092770	4213.4
0.67500	0.0095142	4332.9
0.70000	0.010086	4574.5
0.72500	0.010835	4878.9
0.75000	0.011559	5162.9
0.77500	0.012100	5384.5
0.80000	0.012365	5523.6
0.82500	0.012386	5568.7
0.85000	0.012364	5596.8
0.87500	0.012525	5680.7
0.90000	0.012963	5877.5
0.92500	0.013670	6176.7
0.95000	0.014479	6484.1
0.97500	0.015091	6723.4
1.0000	0.015390	6877.7
1.0250	0.015442	6922.6
1.0500	0.015258	6835.4
1.0750	0.014882	6680.0
1.1000	0.014487	6547.0
1.1250	0.014321	6523.7
1.1500	0.014533	6597.5
1.1750	0.014979	6718.6
1.2000	0.015361	6843.1
1.2000	0.015361	6843.1
1.2050	0.015411	6865.3
1.2100	0.015452	6885.4
1.2150	0.015481	6902.9
1.2200	0.015494	6915.1
1.2250	0.015499	6925.0
1.2300	0.015481	6925.6
1.2350	0.015458	6923.6
1.2400	0.015416	6912.3
1.2450	0.015367	6896.9
1.2500	0.015308	6875.4
1.2550	0.015249	6860.5
1.2600	0.015199	6861.4
1.2650	0.015174	6895.9
1.2700	0.015201	6977.2
1.2750	0.015297	7102.3
1.2800	0.015472	7271.7
1.2850	0.015739	7487.9
1.2900	0.016110	7752.4
1.2950	0.016600	8066.6
1.3000	0.017259	8443.9
1.3050	0.018066	8871.1
1.3100	0.019029	9346.8
1.3150	0.020148	9868.2
1.3200	0.021441	10436
1.3250	0.022898	11044
1.3300	0.024507	11686
1.3350	0.026252	12356
1.3400	0.028103	13046
1.3450	0.030017	13743
1.3500	0.031957	14434
1.3550	0.033888	15109
1.3600	0.035779	15759
1.3650	0.037591	16374
1.3700	0.039283	16945
1.3750	0.040813	17462
1.3800	0.042143	17916
1.3850	0.043237	18302
1.3900	0.044075	18615
1.3950	0.044621	18843
1.4000	0.044919	18995
1.4050	0.044970	19062
1.4100	0.044785	19042
1.4150	0.044363	18932
1.4200	0.043695	18731
1.4250	0.042789	18435
1.4300	0.041654	18045
1.4350	0.040315	17566
1.4400	0.038797	17002
1.4450	0.037126	16364
1.4500	0.035330	15663
1.4550	0.033443	14912
1.4600	0.031501	14129
1.4650	0.029545	13330
1.4700	0.027606	12533
1.4750	0.025713	11750
1.4800	0.023892	10997
1.4850	0.022170	10286
1.4900	0.020557	9624.9
1.4950	0.019069	9020.1
1.5000	0.017712	8475.4
1.5050	0.016492	7993.2
1.5100	0.015411	7572.4
1.5150	0.014473	7207.9
1.5200	0.013678	6891.9
1.5250	0.013026	6616.6
1.5300	0.012515	6377.2
1.5350	0.012138	6171.4
1.5400	0.011884	5997.0
1.5450	0.011745	5852.2
1.5500	0.011707	5733.6
1.5550	0.011756	5640.2
1.5600	0.011882	5569.9
1.5650	0.012073	5516.0
1.5700	0.012309	5466.9
1.5750	0.012559	5411.6
1.5800	0.012787	5342.7
1.5850	0.012949	5253.8
1.5900	0.013000	5133.6
1.5950	0.012896	4972.9
1.6000	0.012603	4765.5
1.6050	0.012096	4506.2
1.6100	0.011359	4190.0
1.6150	0.010420	3819.4
1.6200	0.0092996	3395.8
1.6250	0.0080173	2922.4
1.6300	0.0065904	2403.5
1.6350	0.0050405	1843.8
1.6400	0.0033996	1248.5
1.6450	0.0016819	621.50
1.6500	3.2854E-4	110.12
1.6550	0.0019596	708.73
1.6600	0.0037367	1388.3
1.6650	0.0054679	2069.4
1.6700	0.0071155	2734.4
1.6750	0.0086620	3368.6
1.6800	0.010085	3953.1
1.6850	0.011354	4467.2
1.6900	0.012455	4903.7
1.6950	0.013360	5252.2
1.7000	0.014036	5496.4
1.7050	0.014494	5641.4
1.7100	0.014723	5686.7
1.7150	0.014686	5623.8
1.7200	0.014395	5465.2
1.7250	0.013854	5215.2
1.7300	0.013053	4872.5
1.7350	0.012025	4452.3
1.7400	0.010792	3967.5
1.7450	0.0093707	3423.1
1.7500	0.0077938	2824.6
1.7550	0.0060966	2178.8
1.7600	0.0042957	1489.4
1.7650	0.0024057	762.83
1.7700	4.5968E-4	172.31
1.7750	0.0018065	761.75
1.7800	0.0036891	1523.6
1.7850	0.0056684	2271.2
1.7900	0.0076426	3001.2
1.7950	0.0095418	3712.1
1.8000	0.011332	4403.7
1.8050	0.012989	5066.8
1.8100	0.014476	5685.8
1.8150	0.015793	6252.0
1.8200	0.016934	6762.3
1.8250	0.017891	7214.9
1.8300	0.018673	7613.8
1.8350	0.019291	7960.8
1.8400	0.019747	8249.9
1.8450	0.020039	8475.5
1.8500	0.020182	8640.0
1.8550	0.020183	8741.7
1.8600	0.020042	8763.6
1.8650	0.019776	8708.9
1.8700	0.019400	8586.1
1.8750	0.018926	8400.5
1.8800	0.018388	8172.6
1.8850	0.017810	7913.7
1.8900	0.017207	7635.0
1.8950	0.016595	7342.3
1.9000	0.015976	7039.6
1.9000	0.015976	7039.6
1.9250	0.012930	5766.6
1.9500	0.010491	5170.0
1.9750	0.010019	5169.0
2.0000	0.012774	6014.0
2.0250	0.016947	7209.2
2.0500	0.019823	8385.4
2.0750	0.019962	8689.7
2.1000	0.017172	7498.7
2.1250	0.013068	5889.4
2.1500	0.010602	5220.4
2.1750	0.010409	5189.3
2.2000	0.011994	5762.0
