Time (s)	Displacement magnitude (m)	von Mises stress (N/m^2)
1.4700	0.014575	675.66
1.4750	0.013648	631.06
1.4800	0.012742	587.78
1.4850	0.011872	546.42
1.4900	0.011049	507.52
1.4950	0.010285	471.50
1.5000	0.0095861	438.71
1.5050	0.0089598	409.41
1.5100	0.0084099	383.74
1.5150	0.0079381	361.78
1.5200	0.0075442	343.48
1.5250	0.0072257	328.75
1.5300	0.0069782	317.40
1.5350	0.0067952	309.16
1.5400	0.0066680	303.65
1.5450	0.0065889	300.55
1.5500	0.0065460	299.31
1.5550	0.0065288	299.46
1.5600	0.0065261	300.55
1.5650	0.0065269	302.10
1.5700	0.0065182	303.56
1.5750	0.0064897	304.37
1.5800	0.0064314	304.00
1.5850	0.0063343	301.90
1.5900	0.0061908	297.54
1.5950	0.0059944	290.44
1.6000	0.0057399	280.19
1.6050	0.0054217	266.37
1.6100	0.0050353	248.71
1.6150	0.0045849	227.44
1.6200	0.0040717	202.67
1.6250	0.0034984	174.59
1.6300	0.0028692	143.48
1.6350	0.0021895	109.73
1.6400	0.0014662	73.798
1.6450	7.0826E-4	36.475
1.6500	1.2536E-4	9.0732
1.6550	8.9459E-4	44.220
1.6600	0.0016980	83.411
1.6650	0.0024916	122.00
1.6700	0.0032590	159.09
1.6750	0.0039875	194.12
1.6800	0.0046623	226.47
1.6850	0.0052652	255.34
1.6900	0.0057891	280.51
1.6950	0.0062233	301.53
1.7000	0.0065474	317.45
1.7050	0.0067643	328.40
1.7100	0.0068691	334.11
1.7150	0.0068483	333.84
1.7200	0.0067096	327.83
1.7250	0.0064573	316.18
1.7300	0.0060881	298.60
1.7350	0.0056106	275.49
1.7400	0.0050368	247.46
1.7450	0.0043712	214.79
1.7500	0.0036222	177.99
1.7550	0.0028062	137.96
1.7600	0.0019333	95.312
1.7650	0.0010143	50.778
1.7700	1.3850E-4	11.926
1.7750	9.0384E-4	44.460
1.7800	0.0018693	90.217
1.7850	0.0028223	135.82
1.7900	0.0037499	180.17
1.7950	0.0046364	222.48
1.8000	0.0054715	262.30
1.8050	0.0062479	299.32
1.8100	0.0069547	333.04
1.8150	0.0075860	363.18
1.8200	0.0081430	389.78
1.8250	0.0086222	412.65
1.8300	0.0090209	431.57
1.8350	0.0093478	446.91
1.8400	0.0096063	458.74
1.8450	0.0097962	466.92
1.8500	0.0099313	472.11
1.8550	0.010017	474.55
1.8600	0.010046	474.11
1.8650	0.010019	471.06
1.8700	0.0099364	465.62
1.8750	0.0097961	457.81
1.8800	0.0096027	447.95
1.8850	0.0093628	436.35
1.8900	0.0090804	423.19
1.8950	0.0087624	408.71
1.9000	0.0084194	393.22
1.9000	0.0084194	393.22
1.9250	0.0066549	310.61
1.9500	0.0055941	254.86
1.9750	0.0057468	259.99
2.0000	0.0069845	323.27
2.0250	0.0086124	404.95
2.0500	0.0097866	463.23
2.0750	0.0098852	468.01
2.1000	0.0088097	413.64
2.1250	0.0071251	328.64
2.1500	0.0057786	263.35
2.1750	0.0055472	255.12
2.2000	0.0065749	301.78
