Time (s)	Displacement magnitude (m)	von Mises stress (N/m^2)
0.0000	4.0760E-16	3.2869E-11
0.025000	2.2316E-5	0.86916
0.050000	1.4708E-4	6.1312
0.075000	4.0434E-4	18.131
0.10000	7.5304E-4	35.062
0.12500	0.0011151	52.535
0.15000	0.0013995	65.959
0.17500	0.0015571	73.136
0.20000	0.0016062	74.939
0.22500	0.0016223	75.100
0.25000	0.0017053	78.802
0.27500	0.0019205	88.934
0.30000	0.0022556	104.71
0.32500	0.0026263	122.48
0.35000	0.0029373	137.67
0.37500	0.0031305	146.72
0.40000	0.0032073	149.55
0.42500	0.0032254	149.85
0.45000	0.0032795	152.25
0.47500	0.0034537	160.21
0.50000	0.0037580	174.55
0.52500	0.0041276	192.46
0.55000	0.0044684	208.78
0.57500	0.0047016	219.65
0.60000	0.0048021	224.22
0.62500	0.0048258	224.82
0.65000	0.0048660	225.97
0.67500	0.0050016	232.13
0.70000	0.0052662	244.93
0.72500	0.0056257	262.09
0.75000	0.0059881	279.32
0.77500	0.0062566	292.19
0.80000	0.0063939	298.48
0.82500	0.0064311	299.61
0.85000	0.0064539	300.15
0.87500	0.0065556	304.71
0.90000	0.0067869	315.48
0.92500	0.0071276	331.69
0.95000	0.0074946	349.59
0.97500	0.0077969	364.05
1.0000	0.0079767	372.07
1.0250	0.0080149	373.67
1.0500	0.0079043	368.82
1.0750	0.0077182	359.70
1.1000	0.0075646	351.61
1.1250	0.0075189	349.32
1.1500	0.0076022	353.60
1.1750	0.0077710	362.01
1.2000	0.0079369	370.39
1.2000	0.0079369	370.39
1.2050	0.0079609	371.62
1.2100	0.0079814	372.66
1.2150	0.0079975	373.46
1.2200	0.0080073	373.92
1.2250	0.0080142	374.22
1.2300	0.0080118	374.03
1.2350	0.0080069	373.71
1.2400	0.0079935	372.95
1.2450	0.0079763	372.00
1.2500	0.0079532	370.78
1.2550	0.0079320	369.58
1.2600	0.0079189	368.64
1.2650	0.0079265	368.44
1.2700	0.0079745	369.77
1.2750	0.0080729	373.15
1.2800	0.0082253	378.81
1.2850	0.0084371	387.08
1.2900	0.0087126	398.28
1.2950	0.0090558	412.69
1.3000	0.0094854	431.43
1.3050	0.0099826	453.70
1.3100	0.010545	479.49
1.3150	0.011167	508.62
1.3200	0.011851	541.22
1.3250	0.012587	576.79
1.3300	0.013367	614.87
1.3350	0.014181	654.96
1.3400	0.015020	696.32
1.3450	0.015868	738.18
1.3500	0.016713	779.91
1.3550	0.017545	820.89
1.3600	0.018349	860.49
1.3650	0.019113	898.11
1.3700	0.019824	933.13
1.3750	0.020472	964.95
1.3800	0.021044	993.01
1.3850	0.021530	1016.8
1.3900	0.021921	1035.9
1.3950	0.022200	1049.4
1.4000	0.022374	1057.7
1.4050	0.022434	1060.6
1.4100	0.022379	1057.8
1.4150	0.022210	1049.5
1.4200	0.021929	1035.7
1.4250	0.021539	1016.5
1.4300	0.021045	992.25
1.4350	0.020456	963.27
1.4400	0.019780	930.01
1.4450	0.019028	893.00
1.4500	0.018211	852.86
1.4550	0.017343	810.28
1.4600	0.016438	766.03
1.4650	0.015510	720.90
