"Case","TimeS","Nodes","MeanDispMm","MaxDispMm","MeanWMm","MeanAbsWMm","MinWMm","MaxWMm","MeanVmKpa","MaxVmKpa","P95DispMm","P95AbsWMm"
"simple_softskin_control","1.1","2776","9.27847927276879","14.5926192783451","-9.21831996101032","9.21831996101032","-14.5926191726436","0","1.23469635929716","5.64328876953654","14.5023067804931","14.5014626277598"
"simple_softskin_control","1.125","2776","9.1947344689213","14.4275900113779","-9.1365229149444","9.1365229149444","-14.4275899512387","0","1.22306783393601","5.58915728151223","14.3401839154885","14.3393756885904"
"simple_softskin_control","1.15","2776","9.30165507362778","14.583331661","-9.24341047652498","9.24341047652498","-14.583331625795","0","1.23780058688235","5.64901477427107","14.4964236126973","14.4956445759621"
"simple_softskin_control","1.175","2776","9.53708765632412","14.9983500700647","-9.47575495358811","9.47575495358811","-14.9983500480823","0","1.26984167963859","5.77867589831145","14.9099564883242","14.9097454047092"
"simple_softskin_control","1.2","2776","9.78192016695478","15.4685871621613","-9.71649407566554","9.71649407566554","-15.4685871267482","0","1.30523472041677","5.9015921866056","15.3690008335446","15.36800904124"
"simple_softskin_control","1.205","2776","9.82065370732931","15.5432422492656","-9.75462528376138","9.75462528376138","-15.5432422014943","0","1.31102294307051","5.92131173135132","15.4423767458394","15.4413601129558"
"simple_softskin_control","1.21","2776","9.85242124881901","15.6031627717778","-9.78596963084891","9.78596963084891","-15.6031627086745","0","1.31578324556948","5.93822531200515","15.5017123339632","15.5006878227595"
"simple_softskin_control","1.215","2776","9.87692827326428","15.6479136073601","-9.81023233509295","9.81023233509295","-15.6479135246965","0","1.31944942283432","5.95195873593852","15.5462389443887","15.5452148739804"
"simple_softskin_control","1.22","2776","9.8957302033829","15.6807454043052","-9.82893089138857","9.82893089138857","-15.6807452976657","0","1.32225576938251","5.96319348052651","15.5791299600054","15.5781128363147"
"simple_softskin_control","1.225","2776","9.9026299567269","15.689499097901","-9.83597447596508","9.83597447596508","-15.6894989566641","0","1.32326534692796","5.96840036533198","15.5882234141058","15.5872200039717"
"simple_softskin_control","1.23","2776","9.9059290833573","15.6909920093256","-9.83948800329582","9.83948800329582","-15.6909918265859","0","1.32372979891962","5.97175331549108","15.5901499133226","15.5891622818191"
"simple_softskin_control","1.235","2776","9.89421130356909","15.662694666986","-9.82820998704201","9.82820998704201","-15.662694442495","0","1.32187583583822","5.96677700559617","15.5628523775228","15.5618919722986"
"simple_softskin_control","1.24","2776","9.87832544706076","15.6264285950694","-9.81279874772067","9.81279874772067","-15.6264283343656","0","1.31937470792853","5.95942490567452","15.5277748146853","15.5268440007268"
"simple_softskin_control","1.245","2776","9.85171904142368","15.5696714947012","-9.78675922051144","9.78675922051144","-15.5696712215664","0","1.31520687300216","5.9459634306334","15.4726910492518","15.4720295163279"
"simple_softskin_control","1.25","2776","9.82153726867569","15.5051085688572","-9.75718459400914","9.75718459400914","-15.5051082982031","0","1.31045610222537","5.93236276251202","15.4099672467581","15.4095856474178"
"simple_softskin_control","1.255","2776","9.7880560086594","15.4333402661209","-9.72434679892858","9.72434679892858","-15.4333400112422","0","1.30516816245108","5.91863400715362","15.3401632296706","15.3398744699261"
"simple_softskin_control","1.26","2776","9.7663889618063","15.3735663277398","-9.70343474081311","9.70343474081311","-15.3735660846791","0","1.30127061051211","5.92278375216135","15.2816541771465","15.2813647451185"
"simple_softskin_control","1.265","2776","9.7644641618947","15.3369390422608","-9.70236177575056","9.70236177575056","-15.3369388029974","0","1.29965327879317","5.9501820699464","15.2457507314445","15.2454011038906"
"simple_softskin_control","1.27","2776","9.79700543489543","15.3426438832724","-9.73585227850349","9.73585227850349","-15.3426436360758","0","1.30201556162041","6.01217755364563","15.2517411400637","15.2512235936347"
"simple_softskin_control","1.275","2776","9.87950678742758","15.4121173962539","-9.81932009562505","9.81932009562505","-15.4121171332966","0","1.31020090977691","6.11233832570133","15.3213922914009","15.3205965931692"
"simple_softskin_control","1.28","2776","10.0336216801207","15.5773835378302","-9.97424464763565","9.97424464763565","-15.5773832694055","0","1.32714897911317","6.25573804830891","15.4865692605371","15.4857722791398"
"simple_softskin_control","1.285","2776","10.2568017587282","15.8389748444464","-10.1979321352509","10.1979321352509","-15.8389745943568","0","1.35285230802063","6.43912536318173","15.747920369406","15.7471256719731"
"simple_softskin_control","1.29","2776","10.5553016250279","16.209252626647","-10.4965061776584","10.4965061776584","-16.2092524196837","0","1.38835431310433","6.66365034358706","16.1178910383955","16.117102559799"
"simple_softskin_control","1.295","2776","10.9344324478874","16.7000522614704","-10.8751580831698","10.8751580831698","-16.7000521109919","0","1.43460384764902","6.93002137434854","16.6084542789211","16.6076960848441"
"simple_softskin_control","1.3","2776","11.3985611776484","17.3227108337828","-11.3381474959185","11.3381474959185","-17.3227107354124","0","1.49245200471105","7.23877570975703","17.2308964294712","17.23007335113"
"simple_softskin_control","1.305","2776","11.9759754813575","18.1323615495691","-11.9134272664518","11.9134272664518","-18.1323614763874","0","1.56626888153426","7.60247500289087","18.0399519682266","18.0391977873583"
"simple_softskin_control","1.31","2776","12.640671966198","19.0960621442888","-12.5751340725613","12.5751340725613","-19.0960620728314","0","1.65278452104884","8.00720856544049","19.0020107484336","19.0012644278976"
"simple_softskin_control","1.315","2776","13.3989017067917","20.2339893194722","-13.329384717792","13.329384717792","-20.2339892342683","0","1.75319216920589","8.45483396021172","20.1369560340494","20.1363996669045"
"simple_softskin_control","1.32","2776","14.2449343613425","21.5459000365223","-14.1703967749775","14.1703967749775","-21.5458999337752","0","1.86692751273542","8.94124114165145","21.4427478173797","21.4424376698132"
"simple_softskin_control","1.325","2776","15.1706944133394","23.0258655917552","-15.0900406451521","15.0900406451521","-23.0258654730145","0","1.99297668708455","9.46176946790467","22.9136182318374","22.9131208041572"
"simple_softskin_control","1.33","2776","16.1644742860396","24.6589643466352","-16.0765718371952","16.0765718371952","-24.6589642146028","0","2.12966509022507","10.0112147577475","24.5356070977417","24.5347765704646"
"simple_softskin_control","1.335","2776","17.2115461985938","26.421509474245","-17.1152548581607","17.1152548581607","-26.4215093447282","0","2.27474595807221","10.5840789461595","26.2843558194847","26.283355564418"
"simple_softskin_control","1.34","2776","18.2952888862495","28.282778955214","-18.1895044411941","18.1895044411941","-28.2827788549199","0","2.42560330240921","11.1742065594826","28.1265130632049","28.1252877407024"
"simple_softskin_control","1.345","2776","19.3983918744613","30.2076730468532","-19.2821049891069","19.2821049891069","-30.2076729817852","0","2.57950947325361","11.773808744269","30.0365101225331","30.034905481777"
"simple_softskin_control","1.35","2776","20.5022395596333","32.1580023530548","-20.3745792242209","20.3745792242209","-32.1580023072924","0","2.73364654625379","12.3726949871139","31.9732139274509","31.9715880063991"
"simple_softskin_control","1.355","2776","21.5866625993591","34.0893774770028","-21.4470620426559","21.4470620426559","-34.0893774396175","0","2.88515736512672","12.9604128988313","33.8782911321607","33.8763447997133"
"simple_softskin_control","1.36","2776","22.6348374348895","35.9644510389067","-22.483046017602","22.483046017602","-35.9644509944079","0","3.0316800689657","13.5286624634377","35.7351801290246","35.732965478048"
"simple_softskin_control","1.365","2776","23.6302140285576","37.7478756738204","-23.4662919954806","23.4662919954806","-37.7478755954184","0","3.17081016831464","14.0684609638978","37.5086825935245","37.5080692311924"
"simple_softskin_control","1.37","2776","24.5567426898751","39.4058999491054","-24.3810819751008","24.3810819751008","-39.4058998176876","0","3.30017835403031","14.570728247159","39.1635959373991","39.1630102663998"
"simple_softskin_control","1.375","2776","25.3991732303494","40.9074080392979","-25.2125118437414","25.2125118437414","-40.9074078776632","0","3.41750032683245","15.0269670388873","40.6608019565487","40.6598334922134"
"simple_softskin_control","1.38","2776","26.1434032379775","42.225710803394","-25.9468270189361","25.9468270189361","-42.2257106023131","0","3.52064127589682","15.4297937310266","41.9614857878232","41.9608232171671"
"simple_softskin_control","1.385","2776","26.7768601406745","43.3317553003946","-26.5717871464375","26.5717871464375","-43.331755087745","0","3.60776797086072","15.7732384973323","43.0584079018521","43.0563914241661"
"simple_softskin_control","1.39","2776","27.2888528817162","44.2066964529735","-27.0769982457159","27.0769982457159","-44.2066962716228","0","3.67756537138709","16.0526300376149","43.9314061346362","43.9308495963523"
"simple_softskin_control","1.395","2776","27.6707887297602","44.8431706619346","-27.4541110028061","27.4541110028061","-44.8431705267507","0","3.72937312760544","16.2639952535234","44.5541759090612","44.5534397648184"
"simple_softskin_control","1.4","2776","27.9121879914242","45.2312559826916","-27.6928859223575","27.6928859223575","-45.2312558900038","0","3.76247142840603","16.4017578870417","44.9154107353508","44.9135092891053"
"simple_softskin_control","1.405","2776","27.998978008319","45.3486090661085","-27.7795020513572","27.7795020513572","-45.3486089323193","0","3.77520144311147","16.4581211503495","45.018258009966","45.0144633883473"
"simple_softskin_control","1.41","2776","27.9484501819247","45.2233807859598","-27.7309452806062","27.7309452806062","-45.2233805377409","0","3.76928111415296","16.4415761035431","44.882915163112","44.8786910902287"
"simple_softskin_control","1.415","2776","27.7501601710328","44.8328102941469","-27.5368443171133","27.5368443171133","-44.8328098992853","0","3.74251669146207","16.3456334529934","44.4931162511005","44.4885743676536"
"simple_softskin_control","1.42","2776","27.4063690152693","44.1811565033439","-27.1992614727099","27.1992614727099","-44.1811559905722","0","3.69490957990002","16.169792301846","43.8505208986946","43.8464106503253"
"simple_softskin_control","1.425","2776","26.9204512283027","43.2821832094318","-26.7212932974464","26.7212932974464","-43.2821826260576","0","3.62724040878292","15.9138856001367","42.9666034178589","42.9631228574099"
