"Comparison","DeltaPeakAvgDispMm","DeltaPeakAvgDispPct","DeltaPeakMaxDispMm","DeltaPeakMaxDispPct","DeltaPeakMaxVmKpa","DeltaPeakMaxVmPct"
"tumor_minus_control","-0.018127","-0.0804","-0.096","-0.2106","-0.008","-0.0415"
