case_id,time_s,max_displacement_mm,max_vm_kpa
stage6_tumor_medium_upper_outer_surface,1.7150,1.3035,8.3687
stage6_tumor_medium_upper_outer_surface,1.7200,1.5727,9.0482
stage6_tumor_medium_upper_outer_surface,1.7250,1.7882,9.6276
stage6_tumor_medium_upper_outer_surface,1.7300,1.933,10.055
stage6_tumor_medium_upper_outer_surface,1.7350,1.9988,10.313
stage6_tumor_medium_upper_outer_surface,1.7400,1.9789,10.276
stage6_tumor_medium_upper_outer_surface,1.7450,1.8697,9.8298
stage6_tumor_medium_upper_outer_surface,1.7500,1.6719,8.8787
stage6_tumor_medium_upper_outer_surface,1.7550,1.3889,7.3757
stage6_tumor_medium_upper_outer_surface,1.7600,1.028,5.3553
stage6_tumor_medium_upper_outer_surface,1.7650,0.60307,2.9312
stage6_tumor_medium_upper_outer_surface,1.7700,0.14819,0.38067
stage6_tumor_medium_upper_outer_surface,1.7750,0.43707,2.8822
stage6_tumor_medium_upper_outer_surface,1.7800,0.89667,5.9944
stage6_tumor_medium_upper_outer_surface,1.7850,1.3921,9.0526
stage6_tumor_medium_upper_outer_surface,1.7900,1.8719,11.931
stage6_tumor_medium_upper_outer_surface,1.7950,2.3212,14.533
stage6_tumor_medium_upper_outer_surface,1.8000,2.725,16.779
stage6_tumor_medium_upper_outer_surface,1.8050,3.0674,18.641
stage6_tumor_medium_upper_outer_surface,1.8100,3.3357,20.147
stage6_tumor_medium_upper_outer_surface,1.8150,3.5205,21.334
stage6_tumor_medium_upper_outer_surface,1.8200,3.6176,22.231
stage6_tumor_medium_upper_outer_surface,1.8250,3.6315,22.907
stage6_tumor_medium_upper_outer_surface,1.8300,3.5796,23.493
stage6_tumor_medium_upper_outer_surface,1.8350,3.4921,24.142
stage6_tumor_medium_upper_outer_surface,1.8400,3.4097,24.964
stage6_tumor_medium_upper_outer_surface,1.8450,3.3746,26.011
stage6_tumor_medium_upper_outer_surface,1.8500,3.4435,27.303
stage6_tumor_medium_upper_outer_surface,1.8550,3.6046,28.757
stage6_tumor_medium_upper_outer_surface,1.8600,3.8391,30.145
stage6_tumor_medium_upper_outer_surface,1.8650,4.1597,31.438
stage6_tumor_medium_upper_outer_surface,1.8700,4.5209,32.643
stage6_tumor_medium_upper_outer_surface,1.8750,4.8879,33.781
stage6_tumor_medium_upper_outer_surface,1.8800,5.2325,34.85
stage6_tumor_medium_upper_outer_surface,1.8850,5.5279,35.776
stage6_tumor_medium_upper_outer_surface,1.8900,5.7508,36.443
stage6_tumor_medium_upper_outer_surface,1.8950,5.8851,36.749
stage6_tumor_medium_upper_outer_surface,1.9000,5.9228,36.648
stage6_tumor_medium_upper_outer_surface,1.9000,5.9228,36.648
stage6_tumor_medium_upper_outer_surface,1.9250,4.6578,31.837
stage6_tumor_medium_upper_outer_surface,1.9500,3.3431,27.051
stage6_tumor_medium_upper_outer_surface,1.9750,4.1835,28.796
stage6_tumor_medium_upper_outer_surface,2.0000,5.5507,35.868
stage6_tumor_medium_upper_outer_surface,2.0250,5.295,36.283
stage6_tumor_medium_upper_outer_surface,2.0500,4.1839,28.461
stage6_tumor_medium_upper_outer_surface,2.0750,3.4489,27.247
stage6_tumor_medium_upper_outer_surface,2.1000,4.4095,31.705
stage6_tumor_medium_upper_outer_surface,2.1250,5.8219,36.481
stage6_tumor_medium_upper_outer_surface,2.1500,5.1891,34.124
stage6_tumor_medium_upper_outer_surface,2.1750,3.41,27.346
stage6_tumor_medium_upper_outer_surface,2.2000,3.7088,27.436
