time_s,mean_delta_w_mm,mean_abs_delta_w_mm,p95_abs_delta_w_mm,p99_abs_delta_w_mm,max_abs_delta_w_mm,min_delta_w_mm,max_delta_w_mm,mean_abs_delta_disp_mag_mm,p95_abs_delta_disp_mag_mm,max_abs_delta_disp_mag_mm,mean_delta_vector_mm,p95_delta_vector_mm,max_delta_vector_mm,mean_abs_delta_vm_kpa,p95_abs_delta_vm_kpa,max_abs_delta_vm_kpa
1.305,3.562898599630844e-14,3.5645220421978246e-14,5.551115123125783e-14,5.957907778242349e-14,6.418476861114186e-14,-7.968885967768458e-15,6.418476861114186e-14,3.729189716974917e-14,6.071532165918825e-14,7.19910242530375e-14,3.805004545128433e-14,6.255135408321159e-14,7.795918760588426e-14,4.934958240940103e-13,1.9786341454164347e-12,2.2150743461679668e-11
1.31,4.3259934872023e-14,4.326919636155709e-14,6.765421556309548e-14,7.112366251504909e-14,7.719519468096792e-14,-6.559423143537302e-15,7.719519468096792e-14,4.52050979847108e-14,7.112366251504909e-14,8.326672684688674e-14,4.590313876078246e-14,7.328632119235773e-14,8.958970523458547e-14,4.4821796933622364e-13,1.523449100204742e-12,2.359229256398976e-11
1.315,4.0378404772588425e-14,4.0387165641066626e-14,6.245004513516506e-14,6.591949208711867e-14,7.45931094670027e-14,-5.908901840045999e-15,7.45931094670027e-14,4.212771777647995e-14,6.678685382510707e-14,7.45931094670027e-14,4.291603145687293e-14,6.874138068522506e-14,7.615313973182941e-14,4.2920450190131377e-13,1.4867282516206612e-12,1.6740159480832516e-11
1.32,2.2936552633255823e-14,2.2951946730724655e-14,3.729655473350135e-14,4.163336342344337e-14,4.683753385137379e-14,-7.589415207398531e-15,4.683753385137379e-14,2.384682474746397e-14,3.903127820947816e-14,5.4643789493269423e-14,2.5240186088705884e-14,4.3152506354833984e-14,5.400415265666269e-14,4.964961236044589e-13,1.9366780179552713e-12,2.2706444724462927e-11
1.325,-6.810833249876433e-15,7.563910352532921e-15,1.474514954580286e-14,1.9081958235744878e-14,2.2551405187698492e-14,-2.2551405187698492e-14,1.734723475976807e-14,8.363643549666667e-15,1.8214596497756474e-14,3.122502256758253e-14,1.2234415464895804e-14,2.3245850325008526e-14,3.9451292488315496e-14,5.939732786534279e-13,2.7542967018234714e-12,3.363493306096643e-11
1.33,-3.860018090271885e-14,3.8616558362976055e-14,6.418476861114186e-14,6.938893903907228e-14,7.892991815694472e-14,-7.892991815694472e-14,8.239936510889834e-15,4.05660661512561e-14,6.852157730108388e-14,9.194034422677078e-14,4.195573915746878e-14,7.236009484414167e-14,1.011371919801273e-13,7.424948114566128e-13,2.8614067559828937e-12,3.167588147334755e-11
1.335,-6.283771356532529e-14,6.284726112403419e-14,1.0061396160665481e-13,1.0668549377257364e-13,1.1709383462843448e-13,-1.1709383462843448e-13,7.643625316022806e-15,6.580654840104362e-14,1.0755285551056204e-13,1.2836953722228372e-13,6.681400132846093e-14,1.1123698193240806e-13,1.33150621169208e-13,8.681104618505566e-13,3.4540931892479418e-12,3.8204234442673624e-11
1.34,-7.393013521474596e-14,7.393803787569977e-14,1.1535911115245767e-13,1.205632815803881e-13,1.3270634591222574e-13,-1.3270634591222574e-13,6.5052130349130266e-15,7.727540132585199e-14,1.214306433183765e-13,1.3617579286417936e-13,7.810591383942374e-14,1.251329252948913e-13,1.4183561091980937e-13,9.37929731536149e-13,3.24084794556256e-12,2.7675014280248432e-11
1.345,-7.908559342600526e-14,7.909267363808153e-14,1.196959198423997e-13,1.249000902703301e-13,1.3357370765021415e-13,-1.3357370765021415e-13,5.963111948670274e-15,8.251879898937662e-14,1.249000902703301e-13,1.3791051634015616e-13,8.322210889863197e-14,1.2710331063698643e-13,1.38335360169389e-13,8.907821276266089e-13,3.224499778298194e-12,2.390606823610142e-11
1.35,-7.974077229324875e-14,7.974860343690885e-14,1.1882855810441129e-13,1.231653667943533e-13,1.3010426069826053e-13,-1.3010426069826053e-13,6.884683795282953e-15,8.295939915653625e-14,1.231653667943533e-13,1.3791051634015616e-13,8.340455773276538e-14,1.2367946137901379e-13,1.377503954223692e-13,8.573044379355358e-13,2.975298230012412e-12,2.047818270511925e-11
1.355,-7.480038446346748e-14,7.480893078006459e-14,1.1015494072452725e-13,1.1622647289044608e-13,1.249000902703301e-13,-1.249000902703301e-13,6.667843360785852e-15,7.765164486834372e-14,1.1449174941446927e-13,1.3704315460216776e-13,7.800024757403239e-14,1.1491602566992697e-13,1.3890199760348468e-13,8.368259776125582e-13,2.961405698442827e-12,2.9565853765234354e-11
1.36,-6.306395852394389e-14,6.307196846083824e-14,9.194034422677078e-14,1.0061396160665481e-13,1.1102230246251565e-13,-1.1102230246251565e-13,6.288372600415926e-15,6.536896983954279e-14,9.666746569880742e-14,1.231653667943533e-13,6.584745110953952e-14,9.68091239724803e-14,1.2241348342793136e-13,7.184414119030339e-13,2.6137058739550405e-12,3.00951796816662e-11
1.365,-4.627311042983506e-14,4.6283909541183694e-14,6.765421556309548e-14,7.632783294297951e-14,8.153200337090993e-14,-8.153200337090993e-14,7.806255641895632e-15,4.803079095708943e-14,7.112366251504909e-14,8.933825901280557e-14,4.857432786496621e-14,7.192474548983224e-14,8.91931422697228e-14,5.25299360737873e-13,1.8587343220133325e-12,1.3961653166916222e-11
1.37,-3.4282467330194624e-14,3.4296699271640836e-14,5.0306980803327406e-14,5.4643789493269423e-14,5.724587470723463e-14,-5.724587470723463e-14,8.782037597132586e-15,3.568719213371818e-14,5.377642775528102e-14,6.418476861114186e-14,3.6370577674635093e-14,5.383006329611209e-14,6.2672887785594e-14,4.954057873399118e-13,1.9184369648428383e-12,1.7937054508365692e-11
1.375,-2.9568476433281067e-14,2.9584925410831964e-14,4.597017211338539e-14,5.0306980803327406e-14,5.551115123125783e-14,-5.551115123125783e-14,8.72782748850831e-15,3.089652575829697e-14,4.809520837145682e-14,5.984795992119984e-14,3.174484584363769e-14,4.844968072811662e-14,6.130092530278312e-14,7.747988682769387e-13,3.1472609407501293e-12,3.7965946830809116e-11
1.38,-7.293226335541755e-15,7.371895358611284e-15,1.3877787807814457e-14,1.9081958235744878e-14,2.3418766925686896e-14,-2.3418766925686896e-14,1.0787811616230769e-14,7.759992892533721e-15,1.6479873021779667e-14,3.122502256758253e-14,1.025531667430677e-14,1.841255972711303e-14,3.203959591951945e-14,6.610389327683377e-13,2.7801320356957137e-12,3.268905857112259e-11
1.385,-4.796870500649649e-15,5.009133828349977e-15,1.0408340855860843e-14,1.3010426069826053e-14,1.5612511283791264e-14,-1.5612511283791264e-14,1.0462550964485118e-14,5.504444725189785e-15,1.214306433183765e-14,2.0816681711721685e-14,7.84089788725565e-15,1.4642753914049216e-14,2.3438836144320484e-14,4.05112266219051e-13,1.6324975149473174e-12,1.650187186896801e-11
1.39,-9.834423513583493e-15,9.910732465960937e-15,1.8214596497756474e-14,1.9949319973733282e-14,2.42861286636753e-14,-2.42861286636753e-14,9.974659986866641e-15,1.0411487616783624e-14,1.9081958235744878e-14,2.862293735361732e-14,1.1720902429000759e-14,2.0497244089226052e-14,3.156127235849034e-14,5.43132999144406e-13,2.185493030992798e-12,3.597233444452286e-11
1.395,-2.08518860995453e-14,2.088986178249977e-14,3.5561831257524545e-14,3.8163916471489756e-14,4.5102810375396984e-14,-4.5102810375396984e-14,9.378348791999613e-15,2.173179912257798e-14,3.729655473350135e-14,4.7704895589362195e-14,2.2653622593356177e-14,3.846224793364374e-14,5.225809483544476e-14,8.478077155590016e-13,3.6167705275147398e-12,2.453452907502651e-11
1.4,5.5412305391703306e-14,5.54219244677059e-14,8.153200337090993e-14,8.586881206085195e-14,9.62771529167128e-14,-6.396792817664476e-15,9.62771529167128e-14,5.786139723512171e-14,8.500145032286355e-14,9.8879238130678e-14,5.838127550130692e-14,8.489100496304797e-14,9.96147586037102e-14,6.274666883994862e-13,2.3459278963855425e-12,2.4047039914876224e-11
1.405,4.246529728206535e-14,4.2476918842291526e-14,6.245004513516506e-14,6.591949208711867e-14,7.28583859910259e-14,-7.15573433840433e-15,7.28583859910259e-14,4.437079511573502e-14,6.418476861114186e-14,7.45931094670027e-14,4.508055837818045e-14,6.516059394302252e-14,7.600978320825794e-14,4.578152082002981e-13,1.6571675587329077e-12,1.1662450560834259e-11
1.41,3.106847121167417e-14,3.108524201704672e-14,4.683753385137379e-14,5.204170427930421e-14,5.984795992119984e-14,-8.40256683676266e-15,5.984795992119984e-14,3.254258566940973e-14,4.85722573273506e-14,6.678685382510707e-14,3.3284353091476737e-14,4.9840909054981206e-14,6.745105699962076e-14,6.091974254280951e-13,2.387855602137268e-12,2.4323526304215193e-11
1.415,7.914313802844829e-14,7.914936003300014e-14,1.1622647289044608e-13,1.205632815803881e-13,1.2923689896027213e-13,-6.5052130349130266e-15,1.2923689896027213e-13,8.256615237746745e-14,1.1882855810441129e-13,1.3010426069826053e-13,8.28066623100562e-14,1.1933489053615713e-13,1.3028988824750274e-13,9.273638673162492e-13,3.3630840334808426e-12,2.3957909434102475e-11
1.42,6.58978938644214e-14,6.590433042085436e-14,9.71445146547012e-14,1.0061396160665481e-13,1.0928757898653885e-13,-5.7462715141731735e-15,1.0928757898653885e-13,6.866985053024652e-14,1.0061396160665481e-13,1.1275702593849246e-13,6.891246829175603e-14,1.0036547379303147e-13,1.1269993449577669e-13,6.097633942771318e-13,2.0748757378896692e-12,1.8289938452653586e-11
1.425,6.250059892214894e-14,6.25075360996378e-14,9.280770596475918e-14,9.600827077793644e-14,1.0148132334464322e-13,-5.421010862427522e-15,1.0148132334464322e-13,6.500925573155737e-14,9.540979117872439e-14,1.0581813203458523e-13,6.539111959627274e-14,9.614064306686741e-14,1.0737395544665586e-13,5.508953504455699e-13,1.7166257748613133e-12,1.86792021850124e-11
1.43,6.859931659933531e-14,6.860671863923322e-14,1.0234868508263162e-13,1.0408340855860843e-13,1.0928757898653885e-13,-6.396792817664476e-15,1.0928757898653885e-13,7.136361197507287e-14,1.0581813203458523e-13,1.1709383462843448e-13,7.185944735275589e-14,1.0608051166153707e-13,1.1711953141584615e-13,8.303852639216523e-13,3.2171556085813767e-12,2.7528585633262993e-11
1.435,6.9799269511673575e-15,7.378635863542469e-15,1.474514954580286e-14,1.8214596497756474e-14,2.2551405187698492e-14,-1.22514845490862e-14,2.2551405187698492e-14,8.088337727570168e-15,1.734723475976807e-14,2.7755575615628914e-14,1.1805463046877089e-14,2.1663398840800646e-14,3.067276737798737e-14,7.616007244384891e-13,3.1973513614502596e-12,3.795503289438784e-11
1.44,1.625901867917368e-14,1.6311583890042863e-14,2.7755575615628914e-14,3.0357660829594124e-14,3.469446951953614e-14,-1.1492543028346347e-14,3.469446951953614e-14,1.690087745046562e-14,2.949029909160572e-14,4.0766001685454967e-14,1.8667579392028726e-14,3.224780353704135e-14,4.1371086456259324e-14,4.807667603220539e-13,1.9336880541231937e-12,1.9055732991546394e-11
1.445,3.871117574254059e-14,3.872937689378713e-14,5.898059818321144e-14,6.245004513516506e-14,6.938893903907228e-14,-9.812029660993815e-15,6.938893903907228e-14,4.0165551427215077e-14,6.245004513516506e-14,7.45931094670027e-14,4.0807755715508225e-14,6.272475029726348e-14,7.535080297490679e-14,5.84839814220115e-13,2.246724761789664e-12,2.9673174140043555e-11
1.45,7.212208863340367e-14,7.212695180937524e-14,1.0581813203458523e-13,1.0928757898653885e-13,1.231653667943533e-13,-5.529431079676073e-15,1.231653667943533e-13,7.476393746266584e-14,1.0928757898653885e-13,1.205632815803881e-13,7.501916678464055e-14,1.0891690050669124e-13,1.232844965994208e-13,9.5573232353713e-13,3.660989023046566e-12,3.963396011386067e-11
1.455,-9.443013834996594e-14,9.443611004398986e-14,1.3877787807814457e-13,1.43982048506075e-13,1.6393136847980827e-13,-1.6393136847980827e-13,5.7462715141731735e-15,9.799831492587182e-14,1.4137996329210978e-13,1.6393136847980827e-13,9.809949947386263e-14,1.4094258821093935e-13,1.6396159058950686e-13,8.214413681657175e-13,2.758179107331668e-12,2.6288034860044718e-11
1.46,-5.862256473162796e-14,5.863211229033686e-14,8.847089727481716e-14,9.367506770274758e-14,1.0148132334464322e-13,-1.0148132334464322e-13,7.047314121155779e-15,6.086953976338966e-14,9.020562075079397e-14,1.0928757898653885e-13,6.099653412950967e-14,9.040014722179956e-14,1.1097485848017533e-13,5.506191667961807e-13,1.8573700799606714e-12,2.654269337654114e-11
1.465,-2.3529851162125756e-14,2.3565323739800743e-14,3.903127820947816e-14,4.423544863740858e-14,5.0306980803327406e-14,-5.0306980803327406e-14,9.974659986866641e-15,2.4472851377863168e-14,4.0766001685454967e-14,5.724587470723463e-14,2.4822439798562072e-14,4.085069580028509e-14,5.694817709436032e-14,5.985006169934744e-13,2.4137534637702613e-12,3.702189133036882e-11
1.47,4.263610739840506e-15,4.758295860360442e-15,1.1275702593849246e-14,1.3877787807814457e-14,1.9949319973733282e-14,-1.3010426069826053e-14,1.9949319973733282e-14,5.248332356789907e-15,1.3010426069826053e-14,2.6020852139652106e-14,7.374070532914125e-15,1.486534270239388e-14,2.9195452790944296e-14,8.704393359713709e-13,3.5663958897202936e-12,4.417961463332176e-11
1.475,-1.2516508866247217e-13,1.2516587535270284e-13,1.8301332671555315e-13,1.8995222061946038e-13,1.960237527853792e-13,-1.960237527853792e-13,1.1926223897340549e-15,1.3008897387673224e-13,1.925543058334256e-13,2.1163626406917047e-13,1.303030033597385e-13,1.9299191954082919e-13,2.1462188165535596e-13,8.18508448354275e-13,2.265255716338286e-12,1.4156739780446515e-11
1.48,-9.826665675149432e-14,9.826815861466201e-14,1.43982048506075e-13,1.491862189340054e-13,1.5612511283791264e-13,-1.5612511283791264e-13,2.2768245622195593e-15,1.0210161071222302e-13,1.5005358067199381e-13,1.682681771697503e-13,1.0234705727623209e-13,1.5027948104066928e-13,1.6893626887191975e-13,6.05886333775112e-13,1.532778526325273e-12,1.543594407849014e-11
1.485,-8.91021983056267e-14,8.91038432033818e-14,1.2923689896027213e-13,1.3270634591222574e-13,1.4137996329210978e-13,-1.4137996329210978e-13,2.4936649967166602e-15,9.233902632016075e-14,1.3270634591222574e-13,1.448494102440634e-13,9.257225876363016e-14,1.3294172298113808e-13,1.4636187217428786e-13,7.532585496423326e-13,2.3428583517670632e-12,2.7395287816034396e-11
1.49,-5.796805633901291e-14,5.798135855564102e-14,9.020562075079397e-14,9.71445146547012e-14,1.0408340855860843e-13,-1.0408340855860843e-13,6.884683795282953e-15,6.17289541421157e-14,1.0321604682062002e-13,1.231653667943533e-13,6.332120566946088e-14,1.0864592446999603e-13,1.2795593089483045e-13,7.709510262671003e-13,2.9628154152305768e-12,4.051798896398395e-11
1.495,-5.0667570998160643e-14,5.0677333108750634e-14,7.632783294297951e-14,8.326672684688674e-14,8.847089727481716e-14,-8.847089727481716e-14,6.01732205729455e-15,5.368159582383539e-14,8.586881206085195e-14,1.0148132334464322e-13,5.473702941428203e-14,9.004071154162102e-14,1.0668222352106296e-13,4.819482672811657e-13,1.5553268895018815e-12,1.3413227861747145e-11
1.5,-5.800718523832829e-14,5.801254903535575e-14,8.586881206085195e-14,9.280770596475918e-14,9.8879238130678e-14,-9.8879238130678e-14,4.87890977618477e-15,6.120112522579687e-14,9.71445146547012e-14,1.1362438767648086e-13,6.205174577906852e-14,9.926272679198232e-14,1.160420526637203e-13,4.959639383440723e-13,1.500893631600774e-12,1.2776581570506096e-11
1.505,-7.740786476327617e-14,7.740977785088262e-14,1.1622647289044608e-13,1.231653667943533e-13,1.3097162243624894e-13,-1.3097162243624894e-13,2.9002408113987244e-15,8.15047955104881e-14,1.3097162243624894e-13,1.491862189340054e-13,8.254755418791324e-14,1.349987634912487e-13,1.5545369207260653e-13,7.262630766495873e-13,2.384274466749045e-12,2.026763468165882e-11
1.51,7.839091466348533e-14,7.839148680183493e-14,1.1666015375944028e-13,1.249000902703301e-13,1.3530843112619095e-13,-8.673617379884035e-16,1.3530843112619095e-13,8.218908191626731e-14,1.2663481374630692e-13,1.5352302762394743e-13,8.284968306333919e-14,1.292039010197342e-13,1.5793681377127682e-13,6.504393646380627e-13,2.061565851363412e-12,2.444448909955099e-11
1.515,5.515988510359067e-14,5.516233457089988e-14,8.153200337090993e-14,8.847089727481716e-14,9.454242944073599e-14,-1.951563910473908e-15,9.454242944073599e-14,5.791165154343823e-14,8.890457814381136e-14,1.0842021724855044e-13,5.841018990008832e-14,9.029813760720366e-14,1.121654177453139e-13,3.876521548793149e-13,1.0391772775619755e-12,1.0233634384348989e-11
1.52,2.955417744437201e-14,2.956057824215812e-14,4.336808689942018e-14,5.0306980803327406e-14,5.811323644522304e-14,-4.445228907190568e-15,5.811323644522304e-14,3.109138803447402e-14,4.85722573273506e-14,7.025630077706069e-14,3.164365143457677e-14,4.9580092314944964e-14,7.274350228443169e-14,3.4140415619151834e-13,1.1130964594485703e-12,1.9084836822003128e-11
1.525,7.861766471299068e-15,7.908377867467764e-15,1.766165338978883e-14,2.2985086056692694e-14,2.8189256484623115e-14,-4.743384504624082e-15,2.8189256484623115e-14,8.641354140763817e-15,2.1347940776239544e-14,3.599551212651875e-14,1.2224203080550457e-14,2.5488354996311327e-14,4.517566966117755e-14,4.651410819103646e-13,1.8459559214534195e-12,2.2168023861013352e-11
1.53,1.3976407026944567e-13,1.3976407026944567e-13,2.1076890233118206e-13,2.185751579730777e-13,2.2551405187698492e-13,0.0,2.2551405187698492e-13,1.4618943871577398e-13,2.2377932840100812e-13,2.454633718507182e-13,1.4731283174006715e-13,2.286532744445672e-13,2.5687051547794435e-13,7.346192373265059e-13,1.405464900017249e-12,1.461648935219273e-11
1.535,1.1765201369626706e-13,1.1765201369626706e-13,1.7607443281164592e-13,1.8171228410857054e-13,1.8735013540549517e-13,0.0,1.8735013540549517e-13,1.2300345611124834e-13,1.8778381627448937e-13,2.1076890233118206e-13,1.238623468716602e-13,1.911743592976737e-13,2.1699498664868367e-13,5.692541811721085e-13,9.500581654719994e-13,1.0079020285047591e-11
1.54,1.1058770974802678e-13,1.1058770974802678e-13,1.6566609195578508e-13,1.708702623837155e-13,1.7520707107365752e-13,0.0,1.7520707107365752e-13,1.1565247062138247e-13,1.7780915628762273e-13,1.968911145233676e-13,1.16520795684796e-13,1.8166244466654356e-13,2.0372474010388083e-13,6.282194137514852e-13,1.2991677067475375e-12,2.6908310246653854e-11
1.545,8.365606699378721e-14,8.365606699378721e-14,1.244664094013359e-13,1.2793585635328952e-13,1.4311468676808659e-13,0.0,1.4311468676808659e-13,8.67270419344011e-14,1.2663481374630692e-13,1.444157293750692e-13,8.709332285057575e-14,1.2679283975573363e-13,1.4323442404185055e-13,6.227675449504551e-13,1.858120413089636e-12,2.6566340238787235e-11
1.55,7.4247238425179e-14,7.4247238425179e-14,1.1015494072452725e-13,1.1362438767648086e-13,1.218643241873707e-13,0.0,1.218643241873707e-13,7.700076150855306e-14,1.1188966420050406e-13,1.231653667943533e-13,7.727148979876126e-14,1.1218182417419602e-13,1.2313390344254315e-13,4.5136374262920864e-13,1.0790699889184905e-12,1.629086909815669e-11
1.555,8.31007486177026e-14,8.31007486177026e-14,1.235990476633475e-13,1.2923689896027213e-13,1.3574211199518516e-13,0.0,1.3574211199518516e-13,8.634825952798302e-14,1.2836953722228372e-13,1.4311468676808659e-13,8.658495548115683e-14,1.2840409447734503e-13,1.4506600034307462e-13,4.4290569921667947e-13,8.596998668508595e-13,7.465132512152195e-12
1.56,1.0693701562468417e-13,1.0693701562468417e-13,1.6002824065886045e-13,1.6783449630075609e-13,1.734723475976807e-13,0.0,1.734723475976807e-13,1.1136630064521059e-13,1.6696713456276768e-13,1.942890293094024e-13,1.1162351743983325e-13,1.6754065131651515e-13,1.9787702916987814e-13,6.097761451446294e-13,1.4024521988176229e-12,1.4481884136330336e-11
1.565,-8.314221523855579e-14,8.314221523855579e-14,1.2793585635328952e-13,1.408118413537274e-13,1.478851763270228e-13,-1.478851763270228e-13,0.0,8.758549082966218e-14,1.4224732503009818e-13,1.7780915628762273e-13,8.889127543326193e-14,1.47514285827629e-13,1.933178382847338e-13,6.008548241188188e-13,1.5848655721129035e-12,2.552769728936255e-11
1.57,-5.6506175808330823e-14,5.650717705044261e-14,8.760353553682876e-14,9.62771529167128e-14,1.0408340855860843e-13,-1.0408340855860843e-13,1.5178830414797062e-15,5.947760761577662e-14,9.84455572616838e-14,1.2620113287731272e-13,6.067880467880534e-14,1.0243993585846611e-13,1.4165677081933152e-13,3.648928336267179e-13,8.731802836337008e-13,1.1924385034944863e-11
1.575,-2.5350811084811676e-14,2.5386104869252414e-14,4.312956242147329e-14,4.85722573273506e-14,5.681219383824043e-14,-5.681219383824043e-14,3.7947076036992655e-15,2.7098984281834858e-14,5.1803179801357326e-14,7.41594285980085e-14,2.9202174023047194e-14,5.740878079479235e-14,9.189251437844625e-14,2.4591934703796554e-13,8.045788035815334e-13,6.540176400449127e-12
1.58,3.334735189608759e-15,4.73029683987706e-15,1.3010426069826053e-14,2.13999824805189e-14,2.5587171270657905e-14,-1.474514954580286e-14,2.5587171270657905e-14,6.343230834514353e-15,1.951563910473908e-14,3.469446951953614e-14,1.1697179197504252e-14,3.356736784320166e-14,5.914986775674905e-14,3.306958975200674e-13,1.3298404155648311e-12,1.5562363842036576e-11
1.585,-1.751813583716571e-13,1.751813583716571e-13,2.5866895431159155e-13,2.686739719592881e-13,3.0184188481996443e-13,-3.0184188481996443e-13,0.0,1.8220935835368314e-13,2.662800535624399e-13,3.0270924655795284e-13,1.8244905589061033e-13,2.667955795833477e-13,3.0196025563301965e-13,8.206176893097256e-13,1.5030082067823954e-12,1.2463289067454752e-11
1.59,-1.4455346497798828e-13,1.4455346497798828e-13,2.1337098754514727e-13,2.2069152061376945e-13,2.443791696782327e-13,-2.443791696782327e-13,0.0,1.504334067839168e-13,2.203098814490545e-13,2.443791696782327e-13,1.507189869658591e-13,2.212862495266566e-13,2.445607235000989e-13,6.127619713307505e-13,9.74068825598806e-13,5.713445716537535e-12
1.595,-1.3272572262898748e-13,1.3272572262898748e-13,1.971079549578647e-13,2.0269376455051008e-13,2.220446049250313e-13,-2.220446049250313e-13,0.0,1.3821989568286965e-13,2.0448052973076614e-13,2.220446049250313e-13,1.386636187363801e-13,2.0576584590931277e-13,2.2215221336723676e-13,5.670153856847942e-13,8.974893717095249e-13,7.560174708487466e-12
1.6,-1.4503664028405344e-13,1.4503664028405344e-13,2.181414771040835e-13,2.263445507411089e-13,2.465475740232037e-13,-2.465475740232037e-13,0.0,1.5099837328990456e-13,2.2377932840100812e-13,2.469812548921979e-13,1.5184819146768754e-13,2.2634709443909383e-13,2.467028447197203e-13,6.694737968332436e-13,1.1087323059655304e-12,1.1192241800017654e-11
1.605,-1.154674274461388e-13,1.154674274461388e-13,1.6642503347652493e-13,1.722840620166367e-13,1.9981846038907847e-13,-1.9981846038907847e-13,0.0,1.200995813273635e-13,1.6794291651800464e-13,2.0014372104082412e-13,1.2048950908773547e-13,1.68328793041155e-13,2.002808711110969e-13,4.526408742105838e-13,7.998551154742016e-13,3.746208676602691e-12
1.61,-3.39073457152478e-14,3.39073457152478e-14,5.296327612591689e-14,5.6361707835572705e-14,5.898059818321144e-14,-5.898059818321144e-14,0.0,3.5557499991424865e-14,5.732447936473982e-14,6.765421556309548e-14,3.824491957975215e-14,5.951285054472487e-14,6.930766713148963e-14,2.025529070181877e-13,4.877158232829968e-13,3.0681803764309734e-12
1.615,-1.2689070513744385e-13,1.2689070513744385e-13,1.824502192122185e-13,1.8888794066189434e-13,2.1934765202097362e-13,-2.1934765202097362e-13,0.0,1.2939176155821012e-13,1.8257964584655895e-13,2.1940863839317593e-13,1.3218295340882803e-13,1.846311453861566e-13,2.1995870806122026e-13,4.517860897762032e-13,8.342595947397057e-13,1.5712586787230975e-12
1.62,-8.132432504205148e-14,8.132432504205148e-14,1.1671165336263334e-13,1.247832674862448e-13,1.3197450944579803e-13,-1.3197450944579803e-13,0.0,8.338389494216757e-14,1.2013434409589852e-13,1.3747683547116196e-13,8.521296449414619e-14,1.2193547158661146e-13,1.3836042246336363e-13,2.950471570374902e-13,5.579749995376915e-13,1.1297061064396984e-12
1.625,-3.1521061979470046e-14,3.1521061979470046e-14,4.924717317972281e-14,5.929284840888728e-14,6.505213034913027e-14,-6.505213034913027e-14,0.0,3.238905899216889e-14,5.282504034892498e-14,7.253312533928025e-14,3.47103500370171e-14,5.5088862794474236e-14,7.304622306556441e-14,1.501480546462253e-13,2.999570369865978e-13,2.1491359802894294e-12
1.63,1.5281113554280017e-14,1.528198740621241e-14,2.667137344314341e-14,2.970713952610282e-14,3.7621815385247004e-14,-3.2526065174565133e-16,3.7621815385247004e-14,1.6140181521114698e-14,2.873135757086587e-14,3.7730235602495554e-14,1.775402581638413e-14,3.4758021011361375e-14,4.9603410345051814e-14,9.274697134601775e-14,2.178410341002744e-13,2.4508608476025983e-12
1.635,5.542520644101208e-14,5.542520644101208e-14,8.055622141567298e-14,8.716985466783456e-14,9.90960785651751e-14,0.0,9.90960785651751e-14,5.777037359956558e-14,8.201447333766596e-14,9.93129189996722e-14,5.788797357782983e-14,8.235116974441313e-14,1.0035422707850511e-13,2.354277277378644e-13,3.939703674404879e-13,1.5081127457960974e-12
1.64,8.591003619338119e-14,8.591003619338119e-14,1.2370746788059606e-13,1.326727356448787e-13,1.3986208025063007e-13,0.0,1.3986208025063007e-13,8.925490225462557e-14,1.2965973780754142e-13,1.5254724566871047e-13,8.951405631525543e-14,1.2968210786053604e-13,1.5293448729353322e-13,3.3677454390138883e-13,5.750052878283895e-13,2.0490915630944074e-12
1.645,1.0385169867303924e-13,1.0385169867303924e-13,1.521623538974781e-13,1.6252190565557711e-13,1.6696713456276768e-13,0.0,1.6696713456276768e-13,1.0763220171300628e-13,1.6007702975662228e-13,1.81603863891322e-13,1.0825409620549389e-13,1.6033346486602863e-13,1.8159524683335323e-13,3.929505762115999e-13,7.139533408917487e-13,1.6625563148409129e-12
1.65,1.0625883500785456e-13,1.0625883500785456e-13,1.5579985218616699e-13,1.6643262289173235e-13,1.7433970933566911e-13,0.0,1.7433970933566911e-13,1.1008718032366234e-13,1.6490715043504522e-13,1.9006064083670893e-13,1.108361679314545e-13,1.6515083732034705e-13,1.9026915374156288e-13,4.0365332184945626e-13,7.45080797059927e-13,1.9583694665925576e-12
1.655,9.226089423552282e-14,9.226089423552282e-14,1.3552527156068805e-13,1.449242201939649e-13,1.5048726154098802e-13,0.0,1.5048726154098802e-13,9.594221396370571e-14,1.4192206437835253e-13,1.6403978869705682e-13,9.65652743761401e-14,1.4237217957522369e-13,1.6429670162133441e-13,3.730955242789091e-13,6.376239980454551e-13,2.375372787355445e-12
1.66,6.399442142285846e-14,6.399442142285846e-14,9.798206083294624e-14,1.0133929286004761e-13,1.0516761073109393e-13,0.0,1.0516761073109393e-13,6.710317984369999e-14,1.0492095473685347e-13,1.2392430831509316e-13,6.807711363200346e-14,1.0692073120494464e-13,1.3007103935393744e-13,2.890881199039168e-13,4.4711896407534364e-13,3.019749783561565e-12
1.665,2.432123359776236e-14,2.432123359776236e-14,4.423544863740858e-14,4.810496619100935e-14,5.2800645800044066e-14,0.0,5.2800645800044066e-14,2.617025958839451e-14,5.304188078342208e-14,8.164042358815848e-14,2.923867953157197e-14,6.215111067719079e-14,1.0426459795751328e-13,1.5132754679954203e-13,3.45085027220193e-13,2.235651663795579e-12
1.67,-2.4529195271992434e-14,2.4529195271992434e-14,4.726579370950555e-14,5.98853648961506e-14,6.635317295611287e-14,-6.635317295611287e-14,0.0,2.4701022833580796e-14,5.2066098828185124e-14,7.540626109636683e-14,2.94157825455095e-14,5.5179684991239975e-14,7.634088836483443e-14,1.3684612091992189e-13,3.3116123177023827e-13,2.4922428565332667e-12
