time_s,mean_delta_w_mm,mean_abs_delta_w_mm,p95_abs_delta_w_mm,p99_abs_delta_w_mm,max_abs_delta_w_mm,min_delta_w_mm,max_delta_w_mm,mean_abs_delta_disp_mag_mm,p95_abs_delta_disp_mag_mm,max_abs_delta_disp_mag_mm,mean_delta_vector_mm,p95_delta_vector_mm,max_delta_vector_mm,mean_abs_delta_vm_kpa,p95_abs_delta_vm_kpa,max_abs_delta_vm_kpa
1.675,-7.790067311356534e-14,7.790067311356534e-14,1.125496722730046e-13,1.2207276205503104e-13,1.2723112494117395e-13,-1.2723112494117395e-13,0.0,8.036556469160278e-14,1.1893697832165984e-13,1.3682631416767066e-13,8.115267936064132e-14,1.1915949594760743e-13,1.3688695392565665e-13,2.9683784915567684e-13,5.977540240564848e-13,1.7349748304695821e-12
1.68,-1.28641784003888e-13,1.28641784003888e-13,1.8922038415303266e-13,1.9443675185540354e-13,2.1299151678477735e-13,-2.1299151678477735e-13,0.0,1.3228171589198653e-13,1.8852785001535755e-13,2.129644117304652e-13,1.3347546734827352e-13,1.9245254373764546e-13,2.130760019255224e-13,4.641215498995116e-13,8.349672953045229e-13,1.6448211681563407e-12
1.685,5.795682141915579e-15,8.622213207579754e-15,1.8539857149502126e-14,2.4386146314087087e-14,3.122502256758253e-14,-3.122502256758253e-14,2.596664203102783e-14,8.392064969165963e-15,1.7883914835148377e-14,3.99257450017787e-14,1.455208124417948e-14,3.8676103505370764e-14,6.975388771151474e-14,7.442081501037654e-14,2.3026842654871863e-13,9.225686881109141e-13
1.69,-1.6243883831894505e-14,1.6247356890469793e-14,3.393010698793384e-14,4.2609145378680324e-14,4.526544070126981e-14,-4.526544070126981e-14,1.0842021724855044e-15,1.7756749488238103e-14,3.6700243538634325e-14,5.003593026020603e-14,2.0755287944246426e-14,4.017072186024596e-14,5.068534859703012e-14,9.678399242990389e-14,2.530669007683173e-13,9.1455376605154e-13
1.695,-3.373632048829813e-14,3.373632048829813e-14,4.940980350559564e-14,6.010600003825141e-14,6.84673671924596e-14,-6.84673671924596e-14,0.0,3.503869733979132e-14,5.187907395343139e-14,7.28583859910259e-14,3.663283523432686e-14,5.5697286467698466e-14,7.287718799970892e-14,1.4899407228361176e-13,3.5912535167881283e-13,9.741540907270973e-13
1.7,-4.28625143883922e-14,4.28625143883922e-14,6.185373394029803e-14,6.937213390539876e-14,7.746624522408929e-14,-7.746624522408929e-14,0.0,4.428335516706787e-14,6.207057437479513e-14,8.229094489164979e-14,4.5838892129631443e-14,6.6997139729782e-14,8.234893735604022e-14,1.824445729350401e-13,4.1743533074622966e-13,1.0935536920442246e-12
1.705,-4.31859189428748e-14,4.31859189428748e-14,6.326319676452918e-14,6.663560762204537e-14,7.546047120499111e-14,-7.546047120499111e-14,0.0,4.4899151472094886e-14,6.413055850251759e-14,7.535205098774256e-14,4.631999217902394e-14,6.967035591320405e-14,7.833166482635242e-14,1.8634234202581767e-13,3.7921381590422227e-13,1.9273329598945565e-12
1.71,-3.448383656264062e-14,3.448383656264062e-14,5.117434254131581e-14,5.406807813967963e-14,6.25584653524136e-14,-6.25584653524136e-14,0.0,3.614697793237044e-14,5.2909066017292616e-14,6.25584653524136e-14,3.734120248697157e-14,5.659827980424205e-14,6.493689533063546e-14,1.589450318650173e-13,2.941760612884535e-13,1.4397301129065454e-12
1.715,-1.6722675351347428e-14,1.6729272821691214e-14,2.5804011705155006e-14,2.9456688824258676e-14,3.361026734705064e-14,-3.361026734705064e-14,1.1384122811097797e-15,1.771806533709292e-14,2.905661822261152e-14,4.380176776841438e-14,1.9079129869808086e-14,3.073455692421072e-14,4.99354334488499e-14,9.859522286847528e-14,2.211024252574133e-13,3.0022420105524363e-12
1.72,1.0234401857921772e-14,1.0242536950080098e-14,1.680513367352532e-14,1.9373608620143485e-14,2.190088388420719e-14,-1.0299920638612292e-15,2.190088388420719e-14,1.0747200967986553e-14,1.8865117801247777e-14,2.7755575615628914e-14,1.3234214037536494e-14,2.1694881879385842e-14,3.2344953754404757e-14,8.896489057022187e-14,2.5881199405830555e-13,3.020659278263338e-12
1.725,4.387733919870055e-14,4.387733919870055e-14,6.722053469410127e-14,7.26415455565288e-14,7.589415207398531e-14,0.0,7.589415207398531e-14,4.5999437213458794e-14,7.19910242530375e-14,8.716985466783456e-14,4.6913666080689706e-14,7.340771429741154e-14,8.938109380847197e-14,2.2064651835327608e-13,3.7638301364495406e-13,3.872173692798242e-12
1.73,7.992738661403836e-14,7.992738661403836e-14,1.227316859253591e-13,1.2895283799108093e-13,1.3227266504323154e-13,0.0,1.3227266504323154e-13,8.411543598071212e-14,1.328039241077494e-13,1.5005358067199381e-13,8.477567029400389e-14,1.3420642097210512e-13,1.511669078849721e-13,3.618081829446633e-13,5.727315510739571e-13,5.984020390314982e-12
1.735,1.1431414068539725e-13,1.1431414068539725e-13,1.74122868901172e-13,1.8192912454306764e-13,1.947227101783966e-13,0.0,1.947227101783966e-13,1.2020130909036256e-13,1.8930169931596907e-13,2.0816681711721685e-13,1.2069185205074727e-13,1.9080785236519507e-13,2.0909341630856163e-13,4.881310670824714e-13,7.612470653839409e-13,3.131162884528749e-12
1.74,1.4154073752071957e-13,1.4154073752071957e-13,2.1206994493816467e-13,2.209604027525458e-13,2.3462135012586316e-13,0.0,2.3462135012586316e-13,1.4836602955595815e-13,2.2920033926343564e-13,2.5110122314764283e-13,1.4867394710207316e-13,2.298850259396212e-13,2.530538612707141e-13,5.999204369865075e-13,9.204086381942034e-13,5.485617293743417e-12
1.745,1.5555986473258094e-13,1.5555986473258094e-13,2.2876665839444144e-13,2.3678975447083417e-13,2.467644144577008e-13,0.0,2.467644144577008e-13,1.624979272479489e-13,2.426444462022559e-13,2.673642557349254e-13,1.6266558174022796e-13,2.4279979693085107e-13,2.690565873672971e-13,6.701604337429895e-13,1.046328179654665e-12,8.006054486031644e-12
1.75,1.5280585667255897e-13,1.5280585667255897e-13,2.1890041862482335e-13,2.2501315047329662e-13,2.3310346708438345e-13,0.0,2.3310346708438345e-13,1.5900877728158107e-13,2.2789929665645303e-13,2.467644144577008e-13,1.5918917492461383e-13,2.280539788036075e-13,2.471228023208985e-13,6.638441693156427e-13,1.1119482223875808e-12,8.04584487923421e-12
1.755,1.3260665750955484e-13,1.3260665750955484e-13,1.8431436932253575e-13,1.8850914752788217e-13,1.936385080059111e-13,0.0,1.936385080059111e-13,1.3721722881249022e-13,1.8995222061946038e-13,2.07407875596477e-13,1.3773590729609546e-13,1.904197697347204e-13,2.0752167710269742e-13,5.647175732021435e-13,1.0444637155160305e-12,5.717765816370956e-12
1.76,-1.115477428129707e-13,1.115477428129707e-13,1.5634195327240974e-13,1.5829351718288365e-13,1.6024508109335756e-13,-1.6024508109335756e-13,0.0,1.16076962635594e-13,1.6176296413483726e-13,1.6837659738699884e-13,1.164842014541006e-13,1.6187670441271453e-13,1.6840564721118457e-13,4.741238454319454e-13,8.214790625515887e-13,3.89809429179877e-12
1.765,-1.0786098972601764e-13,1.0786098972601764e-13,1.5167988393072207e-13,1.5489888018083153e-13,1.5943192946399343e-13,-1.5943192946399343e-13,0.0,1.1228629268598003e-13,1.5585406229479126e-13,1.730386667286865e-13,1.1266778657385906e-13,1.5606271788312572e-13,1.731305973941466e-13,4.2444867915016346e-13,7.460130291292444e-13,2.0500010577961803e-12
1.77,-1.0774625355565139e-13,1.0774625355565139e-13,1.533976667477538e-13,1.5895620187949752e-13,1.6296913905172739e-13,-1.6296913905172739e-13,0.0,9.882719627414509e-14,1.5154215637349852e-13,1.7182571554821835e-13,1.1245247703852408e-13,1.5807854926654022e-13,1.7459659045243188e-13,2.857888118476061e-13,6.529745633088168e-13,1.1546035239007325e-12
1.775,-1.1100868065298131e-13,1.1100868065298131e-13,1.5867298794325357e-13,1.6523241108679088e-13,1.7580338226852454e-13,-1.7580338226852454e-13,0.0,1.1496460360172299e-13,1.637389225941921e-13,1.7683337433238577e-13,1.15650103215052e-13,1.646623657319489e-13,1.771531437319094e-13,4.06469335396107e-13,7.155506409617372e-13,1.2323653209023177e-12
1.78,-1.1562998346107367e-13,1.1562998346107367e-13,1.6642503347652493e-13,1.727546057594953e-13,1.8669961410200386e-13,-1.8669961410200386e-13,0.0,1.2002502007885083e-13,1.7162920390445535e-13,1.8691645453650096e-13,1.205420566723581e-13,1.7186432306701745e-13,1.8731012431390597e-13,4.409270632574105e-13,7.427928494507794e-13,2.3223947209771723e-12
1.785,-1.2035963608657855e-13,1.2035963608657855e-13,1.736891880321778e-13,1.7933462874430986e-13,1.9851741778209586e-13,-1.9851741778209586e-13,0.0,1.2497096949567495e-13,1.7845967759111403e-13,1.9851741778209586e-13,1.2563399927066068e-13,1.7916495805327963e-13,1.99559066891085e-13,4.710770208392638e-13,7.908056431915611e-13,3.995182851213031e-12
1.79,-1.23381450709978e-13,1.23381450709978e-13,1.7780915628762273e-13,1.8403030835334455e-13,2.0491421059976034e-13,-2.0491421059976034e-13,0.0,1.2800998738058228e-13,1.8257964584655895e-13,2.0491421059976034e-13,1.2875690093138626e-13,1.829953095496827e-13,2.0656906716001062e-13,4.935788183914607e-13,8.330971468240023e-13,2.7798705559689554e-12
1.795,-1.2153984128619402e-13,1.2153984128619402e-13,1.7477339020466331e-13,1.7954387976359953e-13,2.0144476364780672e-13,-2.0144476364780672e-13,0.0,1.2602241116035748e-13,1.7954387976359953e-13,2.0144476364780672e-13,1.2663246614529872e-13,1.801558634817266e-13,2.0286237511541473e-13,4.951683882626757e-13,8.316874300362541e-13,6.144091457827016e-12
1.8,-1.1116727919142183e-13,1.1116727919142183e-13,1.6046192152785466e-13,1.6689991402807358e-13,1.8409752888803865e-13,-1.8409752888803865e-13,0.0,1.1533753527891467e-13,1.6696713456276768e-13,1.8409752888803865e-13,1.1575256610193268e-13,1.6710475116083238e-13,1.8464099265572762e-13,4.612063905806472e-13,7.867129170335829e-13,7.376456778729335e-12
1.805,-9.073909282856878e-14,9.073909282856878e-14,1.3357370765021415e-13,1.3871065754345047e-13,1.5981140022436335e-13,-1.5981140022436335e-13,0.0,9.431075587254251e-14,1.3964523981613297e-13,1.5981140022436335e-13,9.455491115287128e-14,1.3988335377978065e-13,1.5988677534395554e-13,4.032425123803401e-13,6.93444235366769e-13,6.1777427617926154e-12
1.81,-5.935724401048024e-14,5.935758371762531e-14,9.150666335777657e-14,9.8879238130678e-14,1.1622647289044608e-13,-1.1622647289044608e-13,5.149960319306146e-16,6.179857622753224e-14,9.398948633276834e-14,1.1622647289044608e-13,6.204609381321201e-14,9.418802888267642e-14,1.1625391906930724e-13,3.197318411202642e-13,6.35611741017783e-13,7.212292985059321e-12
1.815,-1.5403986969602167e-14,1.5610323301587142e-14,3.0357660829594124e-14,3.729655473350135e-14,4.81385764583564e-14,-4.81385764583564e-14,5.421010862427522e-15,1.6603720860228472e-14,3.122502256758253e-14,4.85722573273506e-14,1.7907460714173274e-14,3.384753397155366e-14,5.3617370543239296e-14,2.1377630595078144e-13,8.477627488900903e-13,7.896119313954841e-12
1.82,4.1364798106278056e-14,4.1364798106278056e-14,6.071532165918825e-14,6.563543111792748e-14,7.112366251504909e-14,0.0,7.112366251504909e-14,4.262915681142364e-14,6.591949208711867e-14,7.762887554996212e-14,4.375927735276724e-14,6.611519350164388e-14,7.793368338657421e-14,3.5940797098935293e-13,1.1817519407486537e-12,1.151693140855059e-11
1.825,1.062138327507941e-13,1.062138327507941e-13,1.491862189340054e-13,1.5439038936193583e-13,1.6393136847980827e-13,0.0,1.6393136847980827e-13,1.0974461919158767e-13,1.5352302762394743e-13,1.687018580387445e-13,1.104276150587667e-13,1.543262645188434e-13,1.686768066491131e-13,5.899994277949687e-13,1.364505664014358e-12,1.682110450929031e-11
1.83,1.7095977074661137e-13,1.7095977074661137e-13,2.42861286636753e-13,2.49366499671666e-13,2.7668839441830073e-13,0.0,2.7668839441830073e-13,1.7703093415148454e-13,2.499953369317075e-13,2.7582103268031233e-13,1.7756768866174543e-13,2.504191663984825e-13,2.769831753816675e-13,8.439033090042652e-13,1.6559567939111703e-12,1.988155418075621e-11
1.835,1.6448096323748147e-13,1.6448096323748147e-13,2.484991379336776e-13,2.5793603364299155e-13,2.888314587501384e-13,0.0,2.888314587501384e-13,1.716253509102573e-13,2.6020852139652106e-13,2.8796409701215e-13,1.723451328620885e-13,2.617733782052304e-13,2.891913087870623e-13,8.335215015998885e-13,1.4849604212940901e-12,1.763510226737708e-11
1.84,1.5392004694025888e-13,1.5392004694025888e-13,2.3288662664988635e-13,2.435942073053532e-13,2.5890747878953846e-13,0.0,2.5890747878953846e-13,1.6055970801749625e-13,2.437286483747414e-13,2.636779683484747e-13,1.6129412707535185e-13,2.453883376410953e-13,2.6901841233759325e-13,7.738306741211903e-13,1.4218244359653908e-12,9.890754881780595e-12
1.845,1.3679346985053914e-13,1.3679346985053914e-13,2.0686577451023425e-13,2.158386316897243e-13,2.2681509448396753e-13,0.0,2.2681509448396753e-13,1.4275416362071619e-13,2.1684043449710089e-13,2.3722343533982837e-13,1.435023012407297e-13,2.1892233842735626e-13,2.4293506410070914e-13,6.69612680460797e-13,1.1566271496121772e-12,9.341420081909747e-12
1.85,1.144163299584322e-13,1.144163299584322e-13,1.734723475976807e-13,1.7911019889460533e-13,1.8214596497756474e-13,0.0,1.8214596497756474e-13,1.1943140866182098e-13,1.8060639789263525e-13,1.9949319973733282e-13,1.2017852991133276e-13,1.8327658107796506e-13,2.0449785095564542e-13,5.774534531283079e-13,1.0563184105194517e-12,9.171344572678208e-12
1.855,7.455585342681608e-14,7.455640768584226e-14,1.1535911115245767e-13,1.2303092572496513e-13,1.2836953722228372e-13,-8.402566836762659e-16,1.2836953722228372e-13,7.840246023658696e-14,1.2292684231640642e-13,1.474514954580286e-13,7.935200794684012e-14,1.2675187714961576e-13,1.5562384341627293e-13,4.355931270916005e-13,9.63569846135214e-13,7.968992576934398e-12
1.86,1.7752344469929295e-14,1.8214131635347427e-14,3.382710778154774e-14,4.119968255444917e-14,4.597017211338539e-14,-9.107298248878237e-15,4.597017211338539e-14,2.010784252504924e-14,4.2500725161431774e-14,6.114900252818245e-14,2.2941332390916675e-14,5.24634432588815e-14,8.259125828219307e-14,2.280136372881095e-13,7.788401035213595e-13,9.97351889964193e-12
1.865,-4.8812215727036085e-14,4.8813127572530753e-14,7.112366251504909e-14,7.979727989493313e-14,8.586881206085195e-14,-8.586881206085195e-14,1.3823577699190182e-15,4.986459270382528e-14,7.676151381197371e-14,9.410874857174178e-14,5.1390673748487504e-14,7.707614543214044e-14,9.485876823793335e-14,2.9974350998928293e-13,7.352809916483237e-13,9.081304597202688e-12
1.87,-1.2027746271611777e-13,1.2027746271611777e-13,1.700029006457271e-13,1.7911019889460533e-13,1.929879867024198e-13,-1.929879867024198e-13,0.0,1.2456154528127977e-13,1.7843799354766424e-13,1.960237527853792e-13,1.2506536708269973e-13,1.790894822751335e-13,1.956677356163387e-13,5.502435821551029e-13,1.0499149993847822e-12,7.518792699556797e-12
1.875,-1.911269279271227e-13,1.911269279271227e-13,2.7582103268031233e-13,2.8739597507376757e-13,3.161533534967731e-13,-3.161533534967731e-13,0.0,1.9876614598992126e-13,2.8796409701215e-13,3.191891195797325e-13,1.99118739118957e-13,2.885297736133734e-13,3.198545623843894e-13,8.17120991801812e-13,1.4578290574718265e-12,6.665686669293791e-12
1.88,-2.549149454118045e-13,2.549149454118045e-13,3.7513395167998453e-13,3.87142574942434e-13,4.141652298894627e-13,-4.141652298894627e-13,0.0,2.6570283748499063e-13,3.937822290467352e-13,4.2760933682828295e-13,2.6613354037000524e-13,3.9499328189894863e-13,4.2881009494048296e-13,1.0865024787224055e-12,1.7634192772675302e-12,1.2935743143316359e-11
1.885,-3.054922034775151e-13,3.054922034775151e-13,4.579669976578771e-13,4.743124296102685e-13,5.087076593301987e-13,-5.087076593301987e-13,0.0,3.1888512638320076e-13,4.831204880595408e-13,5.230191280070073e-13,3.1957709900564023e-13,4.850639443597292e-13,5.268089155099574e-13,1.3001172018182047e-12,2.0357674657134336e-12,1.467560650780797e-11
1.89,-3.379696637113497e-13,3.379696637113497e-13,5.143455106271233e-13,5.360295540768334e-13,5.629177679544739e-13,-5.629177679544739e-13,0.0,3.530243669232694e-13,5.429684479807406e-13,6.002143226879753e-13,3.5401873451108107e-13,5.473397961871758e-13,6.073262214138882e-13,1.4888987843862033e-12,2.321030478924513e-12,1.4931174519006164e-11
1.895,-3.445074394640503e-13,3.445074394640503e-13,5.288521356949793e-13,5.516420653606247e-13,5.707240235963695e-13,-5.707240235963695e-13,0.0,3.6007449256803375e-13,5.620504062164855e-13,6.279698983036042e-13,3.61243371456877e-13,5.679593179306252e-13,6.414175290959796e-13,1.5457304155492512e-12,2.463002601871264e-12,2.6377165340818464e-11
1.9,-3.234921855165409e-13,3.234921855165409e-13,5.013350845572973e-13,5.238864897449957e-13,5.629177679544739e-13,-5.629177679544739e-13,0.0,3.385506925545193e-13,5.327552635159271e-13,5.941427905220564e-13,3.400732252397536e-13,5.401526260459843e-13,6.10727793060045e-13,1.510397178187225e-12,2.49026470555691e-12,1.653006620472297e-11
1.925,1.4593955729158768e-13,1.4593955729158768e-13,2.2768245622195593e-13,2.3535427079446336e-13,2.5847379792054426e-13,0.0,2.5847379792054426e-13,1.5362227127844814e-13,2.430564430278003e-13,2.628106066104863e-13,1.547374585337662e-13,2.4823011037730577e-13,2.684157149954531e-13,7.335165204640927e-13,1.2205418897792698e-12,1.6724698070902377e-11
1.95,3.2680848265386775e-13,3.2680848265386775e-13,4.763767505466808e-13,4.955627921909844e-13,5.173812767100827e-13,0.0,5.173812767100827e-13,3.3984343021577105e-13,5.061055741162335e-13,5.43835809718729e-13,3.4059021776603876e-13,5.080106671725215e-13,5.479571086891393e-13,1.3037949869541538e-12,2.0352672436274584e-12,1.0868006938835606e-11
1.975,-2.005354301980784e-14,2.3293070812179044e-14,4.7704895589362195e-14,6.418476861114186e-14,7.806255641895632e-14,-7.806255641895632e-14,2.905661822261152e-14,2.72331462549844e-14,6.221152065721817e-14,9.62771529167128e-14,3.2861305799519606e-14,7.727447428559294e-14,1.147122541286249e-13,4.07443600992479e-13,1.4402360193344062e-12,1.555417838972062e-11
2.0,-3.3809296846534947e-13,3.3809296846534947e-13,4.761815941556335e-13,4.848552115355176e-13,5.048045315092509e-13,-5.048045315092509e-13,0.0,3.514555367496905e-13,4.939191416974962e-13,5.178149575790769e-13,3.515734397263386e-13,4.940849138903785e-13,5.178308509081596e-13,1.4165494248133792e-12,2.2806489141657937e-12,1.605440047569573e-11
2.025,-6.047879161976949e-14,6.048036500023088e-14,9.454242944073599e-14,1.0408340855860843e-13,1.0928757898653885e-13,-1.0928757898653885e-13,2.3852447794681098e-15,6.350769204253374e-14,1.0581813203458523e-13,1.3097162243624894e-13,6.524156994551349e-14,1.1079818280434048e-13,1.4055251100691868e-13,4.065648011744561e-13,9.647237675380876e-13,1.1644260666798801e-11
2.05,4.521014844659524e-13,4.521014844659524e-13,6.379445582904708e-13,6.499531815529203e-13,6.765421556309548e-13,0.0,6.765421556309548e-13,4.673760228990429e-13,6.539907504432563e-13,6.852157730108388e-13,4.67521595391713e-13,6.543944411749774e-13,6.849648757230158e-13,1.8610219668450356e-12,3.066020326514261e-12,2.978686097776517e-11
2.075,9.869591248794087e-14,9.869591248794087e-14,1.6523241108679088e-13,1.7333790652829253e-13,1.968911145233676e-13,0.0,1.968911145233676e-13,1.0310302267758956e-13,1.721713049906981e-13,1.968911145233676e-13,1.0556814784702589e-13,1.8101685771986322e-13,2.11691422071698e-13,5.216996286745774e-13,9.987786597775993e-13,9.430550562683493e-12
2.1,-2.3357069850378444e-13,2.3357069850378444e-13,3.510429794073565e-13,3.647256108241237e-13,3.712308238590367e-13,-3.712308238590367e-13,0.0,2.44895730150963e-13,3.851086116668512e-13,4.176346768414163e-13,2.4685451604250097e-13,3.9415431082583416e-13,4.298250803144752e-13,1.0039368128965398e-12,1.5368641470558935e-12,1.3280441635288298e-11
2.125,-4.3966911033194576e-13,4.3966911033194576e-13,6.839147304038562e-13,7.086345399365257e-13,7.684824998577255e-13,-7.684824998577255e-13,0.0,4.598954704221477e-13,7.15334909362486e-13,7.775897981066038e-13,4.614433270636589e-13,7.218831790017415e-13,7.953668752905398e-13,1.9347108518008817e-12,2.985780156450346e-12,1.8543687474448233e-11
2.15,1.0409440434251474e-13,1.0409440434251474e-13,1.6566609195578508e-13,1.7607443281164592e-13,1.929879867024198e-13,0.0,1.929879867024198e-13,1.0888240669874563e-13,1.7694179454963432e-13,2.0122792321330962e-13,1.0964107943508662e-13,1.799268614002866e-13,2.0902059117917207e-13,5.527606563617462e-13,1.0610847311909308e-12,1.1145857570227236e-11
2.175,3.599519834439264e-13,3.599519834439264e-13,5.165139149720943e-13,5.305868591709563e-13,5.937091096530622e-13,0.0,5.937091096530622e-13,3.73346555717198e-13,5.247538514829841e-13,5.937091096530622e-13,3.7384146553887884e-13,5.249245386620232e-13,5.9389873220726e-13,1.3993220021587323e-12,2.416436473140493e-12,9.460109140491113e-12
2.2,2.1147102783190846e-13,2.1147102783190846e-13,3.0791341698588326e-13,3.385703176150834e-13,3.5952144039619327e-13,0.0,3.5952144039619327e-13,2.192498163631926e-13,3.3133218391157016e-13,3.9942008034365983e-13,2.208243439185787e-13,3.3216641326479293e-13,4.0337477824468775e-13,1.0147400855675904e-12,1.8933860701508815e-12,1.6814738046377897e-11
