comparison,control_csv,test_csv,n_surface_points,n_timepoints,max_coordinate_difference_m,peak_abs_delta_w_mm,peak_abs_delta_w_time_s,peak_p95_abs_delta_w_mm_at_that_time,peak_abs_delta_disp_mag_mm,peak_abs_delta_disp_mag_time_s,peak_delta_vector_mm,peak_delta_vector_time_s,peak_abs_delta_vm_kpa,peak_abs_delta_vm_time_s,central_roi_points,central_anterior_roi_points
stage6_large_central_hard100kPa_minus_stage5_soft_interior,analysis_output\comsol_pipeline\manual_postprocess\tables\stage5_volumetric_skin_soft_interior_125g\outer_skin_free_bnd_dataset_stage5_soft_interior.csv,analysis_output\comsol_pipeline\manual_postprocess\tables\stage6_tumor_large_central_hard100kPa\outer_skin_free_bnd_dataset.csv,3032,201,0.0,7.684824998577255e-13,2.125,6.839147304038562e-13,7.775897981066038e-13,2.125,7.953668752905398e-13,2.125,4.417961463332176e-11,1.47,971,971
