roi,time_s,n_points,mean_abs_delta_w_mm,p95_abs_delta_w_mm,max_abs_delta_w_mm,mean_abs_delta_disp_mag_mm,p95_abs_delta_disp_mag_mm,max_abs_delta_disp_mag_mm,mean_abs_delta_vm_kpa,p95_abs_delta_vm_kpa,max_abs_delta_vm_kpa
central_xz_radius_25mm,1.84,971,2.2652880258177878e-13,2.3809079707781677e-13,2.5890747878953846e-13,2.2816169368069e-13,2.424276057677588e-13,2.5977484052752686e-13,8.189016006093483e-13,2.9656348488060756e-12,9.890754881780595e-12
central_xz_radius_25mm,1.845,971,2.0029892608920257e-13,2.1076890233118206e-13,2.2681509448396753e-13,2.0166919684726047e-13,2.1423834928313568e-13,2.3071822230491534e-13,6.593646320095665e-13,2.310429181306972e-12,9.341420081909747e-12
central_xz_radius_25mm,1.85,971,1.6631192361033258e-13,1.7433970933566911e-13,1.8214596497756474e-13,1.6737625060396097e-13,1.7759231585312563e-13,1.8648277366750676e-13,6.007485969948857e-13,2.1755646173460262e-12,9.171344572678208e-12
central_xz_radius_25mm,1.855,971,1.1015538735775999e-13,1.1535911115245767e-13,1.196959198423997e-13,1.1095932717669879e-13,1.1666015375944028e-13,1.3010426069826053e-13,5.469713269107662e-13,1.935575255629374e-12,7.968992576934398e-12
central_xz_radius_25mm,1.86,971,2.9249117145924086e-14,3.165870343657673e-14,3.903127820947816e-14,2.977346456116527e-14,3.382710778154774e-14,4.85722573273506e-14,4.3395818761312297e-13,1.5663772501284257e-12,9.97351889964193e-12
central_xz_radius_25mm,1.865,971,6.377699246964679e-14,6.548581121812447e-14,7.979727989493313e-14,6.348221453603591e-14,6.591949208711867e-14,7.979727989493313e-14,4.1924470623580816e-13,1.5553354160147137e-12,9.081304597202688e-12
central_xz_radius_25mm,1.87,971,1.6657499058441864e-13,1.700029006457271e-13,1.929879867024198e-13,1.666643172309674e-13,1.713039432527097e-13,1.9168694409543718e-13,4.737564692304068e-13,1.6962076188065112e-12,7.518792699556797e-12
central_xz_radius_25mm,1.875,971,2.7057621862820223e-13,2.7755575615628914e-13,3.161533534967731e-13,2.712510814428781e-13,2.7972416050126014e-13,3.174543961037557e-13,5.582114909911857e-13,1.8686705516302024e-12,6.665686669293791e-12
central_xz_radius_25mm,1.88,971,3.665702060753555e-13,3.7838655819744105e-13,4.141652298894627e-13,3.6791189230651776e-13,3.8294020732188017e-13,4.141652298894627e-13,7.23174956238582e-13,2.3735537979518995e-12,1.2935743143316359e-11
central_xz_radius_25mm,1.885,971,4.43990950538859e-13,4.601354020028481e-13,5.087076593301987e-13,4.4616739428201937e-13,4.688090193827321e-13,5.087076593301987e-13,8.393884429497832e-13,2.3651409719605e-12,1.467560650780797e-11
central_xz_radius_25mm,1.89,971,4.971233331725235e-13,5.182486384480711e-13,5.629177679544739e-13,5.000523539128571e-13,5.238864897449957e-13,5.642188105614565e-13,1.0748747894726187e-12,3.654122338048182e-12,1.4931174519006164e-11
central_xz_radius_25mm,1.895,971,5.126902878665749e-13,5.290906601729262e-13,5.707240235963695e-13,5.1551211663105e-13,5.444863310222203e-13,5.746271514173174e-13,1.186108242405169e-12,3.681861926452256e-12,2.6377165340818464e-11
central_xz_radius_25mm,1.9,971,4.855055095223925e-13,5.058887336817364e-13,5.629177679544739e-13,4.892478493795526e-13,5.206338832275392e-13,5.642188105614565e-13,1.2996132807063192e-12,4.184457225164806e-12,1.653006620472297e-11
central_xz_radius_25mm,1.925,971,2.1953407952377858e-13,2.3071822230491534e-13,2.5847379792054426e-13,2.2106558487885696e-13,2.3570555229834866e-13,2.5804011705155006e-13,7.306845294741778e-13,2.4593305170128588e-12,1.6724698070902377e-11
central_xz_radius_25mm,1.95,971,4.609853450447595e-13,4.709774237277031e-13,5.173812767100827e-13,4.617633801361992e-13,4.722784663346857e-13,5.178149575790769e-13,6.136559821910182e-13,1.8155219549953472e-12,1.0868006938835606e-11
central_xz_radius_25mm,1.975,971,3.92112714022739e-14,4.380176776841438e-14,7.806255641895632e-14,3.9770009576436354e-14,4.423544863740858e-14,7.806255641895632e-14,8.334526816268822e-13,3.3493279261165297e-12,1.555417838972062e-11
central_xz_radius_25mm,2.0,971,4.675249488385937e-13,4.805184028455756e-13,5.048045315092509e-13,4.687089735385975e-13,4.826868071905466e-13,5.048045315092509e-13,8.643713011624416e-13,2.619685801619198e-12,1.605440047569573e-11
central_xz_radius_25mm,2.025,971,8.787151547647502e-14,9.280770596475918e-14,1.0061396160665481e-13,8.876656847489354e-14,9.454242944073599e-14,1.1275702593849246e-13,5.979594272529391e-13,2.2225776774575935e-12,1.1644260666798801e-11
central_xz_radius_25mm,2.05,971,6.262659925206866e-13,6.409803243734302e-13,6.765421556309548e-13,6.275683750273675e-13,6.455339734978693e-13,6.765421556309548e-13,1.0795934079197323e-12,3.3930547260752062e-12,2.978686097776517e-11
central_xz_radius_25mm,2.075,971,1.5812736962030295e-13,1.700029006457271e-13,1.968911145233676e-13,1.5987906515912403e-13,1.7607443281164592e-13,1.968911145233676e-13,5.990981140634182e-13,1.980115627020496e-12,9.430550562683493e-12
central_xz_radius_25mm,2.1,971,3.3474446180973257e-13,3.478120569333498e-13,3.629908873481469e-13,3.367230470307875e-13,3.5323306779577734e-13,3.7773603689394974e-13,6.003887223747944e-13,1.7348611436318606e-12,1.3280441635288298e-11
central_xz_radius_25mm,2.125,971,6.585700809785782e-13,6.977925182116707e-13,7.684824998577255e-13,6.650779738128876e-13,7.190428807923865e-13,7.671814572507429e-13,1.4428597865637493e-12,4.1055159272218586e-12,1.8543687474448233e-11
central_xz_radius_25mm,2.15,971,1.6020555405225974e-13,1.6566609195578508e-13,1.929879867024198e-13,1.6094383878598518e-13,1.6740081543176188e-13,1.929879867024198e-13,6.329013870945664e-13,2.081719685520511e-12,1.1145857570227236e-11
central_xz_radius_25mm,2.175,971,5.077009480235942e-13,5.208507236620363e-13,5.937091096530622e-13,5.083847435029249e-13,5.221517662690189e-13,5.937091096530622e-13,6.301863528095187e-13,1.6912053979467602e-12,9.460109140491113e-12
central_xz_radius_25mm,2.2,971,2.811542801125057e-13,2.905661822261152e-13,2.983724378680108e-13,2.7909440764309145e-13,2.896988204881268e-13,2.979387569990166e-13,8.838500070289301e-13,3.154809746774845e-12,1.6814738046377897e-11
central_xz_radius_25mm_anterior_half,0.0,971,1.3724839256001513e-28,3.944304526105059e-28,1.2818989709841442e-27,1.3724839256001513e-28,3.944304526105059e-28,1.2818989709841442e-27,1.873717510605843e-25,6.374785984376458e-25,3.2892690860910376e-24
central_xz_radius_25mm_anterior_half,0.025,971,1.5118883860589733e-16,2.676624113323589e-16,3.6591823321385775e-16,1.561297187431253e-16,2.812149384884277e-16,3.5575383784680614e-16,5.155808173976041e-15,1.6565415705827036e-14,5.81188430714974e-14
central_xz_radius_25mm_anterior_half,0.05,971,2.4672298922536383e-16,5.285485590866834e-16,8.402566836762659e-16,2.5688389527028464e-16,5.55653613398821e-16,1.0842021724855044e-15,2.9599709341089436e-14,1.0285017282285481e-13,3.8468783714051824e-13
central_xz_radius_25mm_anterior_half,0.075,971,5.371322915284778e-16,8.131516293641283e-16,1.0299920638612292e-15,5.173129418254729e-16,8.131516293641283e-16,1.2468324983583301e-15,4.6041155097151324e-14,1.723812204090791e-13,8.196820999728516e-13
central_xz_radius_25mm_anterior_half,0.1,971,5.15079775661754e-16,8.673617379884035e-16,1.4094628242311558e-15,5.643769187258478e-16,1.0842021724855044e-15,1.8973538018496328e-15,1.1589264300486664e-13,4.254978591688996e-13,2.300794221810065e-12
central_xz_radius_25mm_anterior_half,0.125,971,1.0303270387857871e-15,1.3010426069826053e-15,1.6263032587282567e-15,9.909674851502422e-16,1.3010426069826053e-15,1.6805133673525319e-15,5.7096369513565e-14,2.0918378140777348e-13,1.170405994344037e-12
central_xz_radius_25mm_anterior_half,0.15,971,1.6715248735435634e-16,3.7947076036992655e-16,8.673617379884035e-16,1.8820007844740656e-16,4.3368086899420177e-16,8.673617379884035e-16,8.966885593122405e-14,3.270486104156589e-13,1.8106902643921785e-12
central_xz_radius_25mm_anterior_half,0.175,971,1.6113968745854334e-15,1.8431436932253575e-15,2.3852447794681098e-15,1.6043065720156259e-15,1.8431436932253575e-15,2.3852447794681098e-15,1.042101898537628e-13,3.7136338448817696e-13,2.483830030541867e-12
central_xz_radius_25mm_anterior_half,0.2,971,9.160447603574746e-16,1.1926223897340549e-15,1.5178830414797062e-15,9.335751147426676e-16,1.1926223897340549e-15,1.951563910473908e-15,1.0842108673268954e-13,4.288267518859357e-13,1.7954562281374819e-12
central_xz_radius_25mm_anterior_half,0.225,971,1.5331802297011804e-15,2.0599841277224584e-15,2.8189256484623115e-15,1.545909276834378e-15,2.0599841277224584e-15,2.8189256484623115e-15,2.206373241792682e-13,8.286633601528592e-13,2.8371687221806496e-12
central_xz_radius_25mm_anterior_half,0.25,971,1.6072096880284605e-15,1.8431436932253575e-15,2.2768245622195593e-15,1.6266382336528146e-15,1.8973538018496328e-15,2.8189256484623115e-15,1.1271483574848507e-13,4.566800271277315e-13,1.6664216673234477e-12
central_xz_radius_25mm_anterior_half,0.275,971,1.6858171369913642e-15,2.0599841277224584e-15,2.8189256484623115e-15,1.7149599554278953e-15,2.168404344971009e-15,2.927345865710862e-15,1.5948702845850445e-13,5.657341262121918e-13,3.560671757441014e-12
central_xz_radius_25mm_anterior_half,0.3,971,3.57965370213314e-15,4.0115480381963664e-15,4.336808689942018e-15,3.58266847645416e-15,4.0115480381963664e-15,4.553649124439119e-15,2.14918179602649e-13,7.512355182370812e-13,4.304183676140383e-12
central_xz_radius_25mm_anterior_half,0.325,971,6.289712500114157e-16,9.75781955236954e-16,1.5178830414797062e-15,6.591189932216202e-16,1.0842021724855044e-15,1.734723475976807e-15,1.5291275923702995e-13,5.821902959723957e-13,3.37536221195478e-12
central_xz_radius_25mm_anterior_half,0.35,971,5.772846191521428e-15,6.5052130349130266e-15,7.589415207398531e-15,5.784458655572766e-15,6.5052130349130266e-15,7.806255641895632e-15,3.1824611283597963e-13,1.2347065592166472e-12,2.815113475662656e-12
central_xz_radius_25mm_anterior_half,0.375,971,1.4036565922054867e-15,1.734723475976807e-15,2.168404344971009e-15,1.4106910656212012e-15,1.734723475976807e-15,2.168404344971009e-15,1.9648632783744885e-13,6.986056177993305e-13,3.66799213225022e-12
central_xz_radius_25mm_anterior_half,0.4,971,5.7365572413609965e-15,6.5052130349130266e-15,6.938893903907228e-15,5.72215331960501e-15,6.5052130349130266e-15,6.938893903907228e-15,2.82786528831344e-13,1.0981580089719502e-12,4.6218247007345785e-12
central_xz_radius_25mm_anterior_half,0.425,971,4.956512300374e-15,5.637851296924623e-15,6.5052130349130266e-15,5.007205172290418e-15,5.854691731421724e-15,6.938893903907228e-15,3.0432298768174655e-13,1.1718270798155571e-12,4.1343355405842885e-12
central_xz_radius_25mm_anterior_half,0.45,971,4.354004069402653e-15,4.7704895589362195e-15,5.204170427930421e-15,4.346411304446009e-15,4.7704895589362195e-15,5.637851296924623e-15,2.283964764655046e-13,8.770939530222677e-13,3.4160620998591183e-12
central_xz_radius_25mm_anterior_half,0.475,971,9.51150132451135e-15,1.0625181290357943e-14,1.235990476633475e-14,9.631422347503052e-15,1.0842021724855044e-14,1.2576745200831851e-14,4.533200381042526e-13,1.6677574876666768e-12,6.0640559240709994e-12
central_xz_radius_25mm_anterior_half,0.5,971,2.039773973940803e-15,2.6020852139652106e-15,3.903127820947816e-15,2.107438908701484e-15,2.8189256484623115e-15,4.9873299934333204e-15,2.498755174623938e-13,1.0074927558889613e-12,4.076810000697151e-12
central_xz_radius_25mm_anterior_half,0.525,971,9.061741659138373e-15,9.974659986866641e-15,1.0408340855860843e-14,9.098142267606989e-15,9.974659986866641e-15,1.1275702593849246e-14,3.390192651154398e-13,1.3225189832155592e-12,7.079506758600473e-12
central_xz_radius_25mm_anterior_half,0.55,971,1.72914056056751e-15,2.6020852139652106e-15,3.2526065174565133e-15,1.709265381710412e-15,2.6020852139652106e-15,3.469446951953614e-15,3.843343293236096e-13,1.4853185348329136e-12,1.562966644996777e-11
central_xz_radius_25mm_anterior_half,0.575,971,6.784582121994255e-15,7.37257477290143e-15,8.239936510889834e-15,6.742375281499969e-15,7.37257477290143e-15,8.239936510889834e-15,2.705090126037286e-13,9.159180081041995e-13,1.0352778190281241e-11
central_xz_radius_25mm_anterior_half,0.6,971,6.678730045833982e-15,8.023096076392733e-15,9.974659986866641e-15,6.726296485121193e-15,8.239936510889834e-15,9.75781955236954e-15,5.810898913897448e-13,2.2909034669282846e-12,1.1124484444735572e-11
central_xz_radius_25mm_anterior_half,0.625,971,5.000059040566518e-15,5.637851296924623e-15,6.7220534694101275e-15,4.9647750151797596e-15,5.637851296924623e-15,6.5052130349130266e-15,2.9257142309019077e-13,9.857785698841325e-13,7.958533387864009e-12
central_xz_radius_25mm_anterior_half,0.65,971,7.46614443516125e-15,8.673617379884035e-15,9.974659986866641e-15,7.601250988066241e-15,8.890457814381136e-15,1.0408340855860843e-14,4.56055115402207e-13,1.7982273448069464e-12,1.109128788812086e-11
central_xz_radius_25mm_anterior_half,0.675,971,2.3023943147941404e-15,3.2526065174565133e-15,4.336808689942018e-15,2.3544270864087896e-15,3.469446951953614e-15,5.204170427930421e-15,4.3286978395824393e-13,1.7113421790782015e-12,9.252744348486886e-12
central_xz_radius_25mm_anterior_half,0.7,971,6.274973603433613e-15,6.938893903907228e-15,7.806255641895632e-15,6.280333202226538e-15,6.938893903907228e-15,8.239936510889834e-15,3.2020105665237494e-13,1.1627889762166887e-12,5.640686140395701e-12
central_xz_radius_25mm_anterior_half,0.725,971,4.549406108728053e-15,6.071532165918825e-15,9.540979117872439e-15,4.540920077305921e-15,6.071532165918825e-15,9.540979117872439e-15,6.997421642004357e-13,2.541526100685587e-12,1.5153858612393378e-11
central_xz_radius_25mm_anterior_half,0.75,971,5.83414660271551e-15,6.938893903907228e-15,8.239936510889834e-15,5.865187612391203e-15,6.938893903907228e-15,8.239936510889834e-15,4.1059748163563545e-13,1.4381384971784428e-12,9.776158549357206e-12
central_xz_radius_25mm_anterior_half,0.775,971,5.7541992540543755e-15,6.938893903907228e-15,9.107298248878237e-15,5.704622965219817e-15,6.938893903907228e-15,9.107298248878237e-15,5.780043943184913e-13,2.186880010413006e-12,1.054468157235533e-11
central_xz_radius_25mm_anterior_half,0.8,971,1.6520963279192094e-15,2.6020852139652106e-15,3.469446951953614e-15,1.5770619448182558e-15,2.6020852139652106e-15,3.469446951953614e-15,4.020837014981746e-13,1.6108145928228623e-12,5.458787200041115e-12
central_xz_radius_25mm_anterior_half,0.825,971,6.049200504281636e-15,7.37257477290143e-15,8.673617379884035e-15,6.126021420313565e-15,7.37257477290143e-15,8.673617379884035e-15,5.74531713656179e-13,2.1670132355211537e-12,1.3546923582907766e-11
central_xz_radius_25mm_anterior_half,0.85,971,2.1978821383320977e-15,3.0357660829594124e-15,4.336808689942018e-15,2.2291464646241616e-15,3.469446951953614e-15,4.7704895589362195e-15,4.9993778106914e-13,1.941948823969142e-12,8.592905942350626e-12
central_xz_radius_25mm_anterior_half,0.875,971,4.264007473004783e-15,5.204170427930421e-15,6.071532165918825e-15,4.302417931020747e-15,5.204170427930421e-15,6.071532165918825e-15,4.2798547221385126e-13,1.5948558029776906e-12,7.759808795526624e-12
central_xz_radius_25mm_anterior_half,0.9,971,1.1674992703922178e-15,2.6020852139652106e-15,4.336808689942018e-15,1.2349408885365273e-15,2.6020852139652106e-15,4.336808689942018e-15,7.973677797677637e-13,3.054992703255266e-12,1.2660166248679161e-11
central_xz_radius_25mm_anterior_half,0.925,971,1.732936943045832e-15,3.0357660829594124e-15,4.336808689942018e-15,1.8432553515335436e-15,3.0357660829594124e-15,4.7704895589362195e-15,4.604342100403215e-13,1.6940475688898004e-12,9.499672160018236e-12
central_xz_radius_25mm_anterior_half,0.95,971,1.8964047062300524e-15,3.469446951953614e-15,4.7704895589362195e-15,1.840575552137081e-15,3.469446951953614e-15,4.7704895589362195e-15,6.744318855534945e-13,2.3882194000179877e-12,1.3142198440618812e-11
central_xz_radius_25mm_anterior_half,0.975,971,1.9843914530805752e-15,3.0357660829594124e-15,4.7704895589362195e-15,1.9879645189425253e-15,3.469446951953614e-15,4.7704895589362195e-15,5.329665149536569e-13,2.1394299665189466e-12,1.55514499056153e-11
central_xz_radius_25mm_anterior_half,1.0,971,4.293485266365872e-15,5.637851296924623e-15,6.938893903907228e-15,4.195225955162242e-15,5.637851296924623e-15,6.938893903907228e-15,6.739265733179109e-13,2.55158738582395e-12,1.3667886378243566e-11
central_xz_radius_25mm_anterior_half,1.025,971,1.1217640273592555e-14,1.3010426069826053e-14,1.3877787807814457e-14,1.1400759899017502e-14,1.3010426069826053e-14,1.6046192152785466e-14,6.05403983267039e-13,2.3779875846230427e-12,7.2332113632000985e-12
central_xz_radius_25mm_anterior_half,1.05,971,5.6686689899839436e-15,6.938893903907228e-15,8.239936510889834e-15,5.694573717483082e-15,6.938893903907228e-15,9.540979117872439e-15,6.106222208266835e-13,2.2531594368047084e-12,1.5115801943466068e-11
central_xz_radius_25mm_anterior_half,1.075,971,9.733924674417747e-15,1.0842021724855044e-14,1.2576745200831851e-14,9.812085490147908e-15,1.1275702593849246e-14,1.3010426069826053e-14,6.005626772863752e-13,2.313299773959443e-12,1.5289515431504697e-11
central_xz_radius_25mm_anterior_half,1.1,971,7.186775348080022e-15,9.107298248878237e-15,1.214306433183765e-14,7.210000276182697e-15,9.540979117872439e-15,1.214306433183765e-14,9.166278483466266e-13,3.837996587208181e-12,1.7596903489902615e-11
central_xz_radius_25mm_anterior_half,1.125,971,1.050034730180606e-15,2.6020852139652106e-15,3.903127820947816e-15,1.104523984575346e-15,2.6020852139652106e-15,5.637851296924623e-15,8.255897030213221e-13,3.0020146368769927e-12,1.5197656466625632e-11
central_xz_radius_25mm_anterior_half,1.15,971,5.711545780327345e-15,8.239936510889834e-15,1.0842021724855044e-14,5.8888591737266225e-15,8.673617379884035e-15,1.0842021724855044e-14,9.176217446953023e-13,3.637637746578548e-12,1.6369995137210934e-11
central_xz_radius_25mm_anterior_half,1.175,971,3.580658626906813e-15,5.637851296924623e-15,7.806255641895632e-15,3.4261235283774684e-15,5.637851296924623e-15,8.239936510889834e-15,9.850967415633584e-13,4.142975740251131e-12,1.5118985174922273e-11
central_xz_radius_25mm_anterior_half,1.2,971,1.4941221534977375e-14,1.691355389077387e-14,2.0383000842727483e-14,1.5024295316267718e-14,1.691355389077387e-14,2.0816681711721685e-14,9.018697366897507e-13,3.3521700970595703e-12,1.5778823581058532e-11
central_xz_radius_25mm_anterior_half,1.205,971,1.2340476220710396e-15,2.6020852139652106e-15,5.204170427930421e-15,1.2961296414224238e-15,2.6020852139652106e-15,6.938893903907228e-15,4.880040145869796e-13,1.873331711976789e-12,1.048283593263477e-11
central_xz_radius_25mm_anterior_half,1.21,971,8.198399620244664e-15,9.540979117872439e-15,1.214306433183765e-14,8.268521037785436e-15,9.974659986866641e-15,1.431146867680866e-14,6.397356227550791e-13,2.5104327505687253e-12,1.3588760339189321e-11
central_xz_radius_25mm_anterior_half,1.215,971,5.513687258221855e-15,7.37257477290143e-15,9.540979117872439e-15,5.494928662446616e-15,7.37257477290143e-15,9.540979117872439e-15,7.022541193711392e-13,2.7559252657738395e-12,9.377799869980663e-12
central_xz_radius_25mm_anterior_half,1.22,971,1.1800050009090434e-15,2.168404344971009e-15,3.469446951953614e-15,1.2175221924595201e-15,2.6020852139652106e-15,4.336808689942018e-15,4.08946088115479e-13,1.4471197573584504e-12,1.0550138540565967e-11
central_xz_radius_25mm_anterior_half,1.225,971,2.6757796973679328e-15,4.336808689942018e-15,6.5052130349130266e-15,2.693645026677684e-15,4.7704895589362195e-15,6.938893903907228e-15,8.854035124937182e-13,3.208015186828561e-12,1.623538992134854e-11
central_xz_radius_25mm_anterior_half,1.23,971,3.706609198540557e-15,5.204170427930421e-15,6.938893903907228e-15,3.726261060781283e-15,5.204170427930421e-15,6.938893903907228e-15,5.270550920976882e-13,2.0277184376027433e-12,1.0394614946562797e-11
central_xz_radius_25mm_anterior_half,1.235,971,3.74367975685829e-15,5.204170427930421e-15,6.071532165918825e-15,3.790576246296386e-15,5.204170427930421e-15,6.5052130349130266e-15,5.210549062820412e-13,1.881517164292745e-12,8.862116374075413e-12
central_xz_radius_25mm_anterior_half,1.24,971,3.1447445917488927e-15,4.7704895589362195e-15,6.5052130349130266e-15,3.1782420842046753e-15,5.204170427930421e-15,6.938893903907228e-15,8.580702725769432e-13,3.5483935789670795e-12,1.1441898095654324e-11
central_xz_radius_25mm_anterior_half,1.245,971,4.136270368440064e-15,5.204170427930421e-15,6.071532165918825e-15,4.154135697749815e-15,5.204170427930421e-15,6.5052130349130266e-15,4.419006650475327e-13,1.6193553165066987e-12,7.495145837310701e-12
central_xz_radius_25mm_anterior_half,1.25,971,1.904890737652184e-15,3.469446951953614e-15,5.204170427930421e-15,1.9258824995911413e-15,3.469446951953614e-15,5.637851296924623e-15,8.2081206049896e-13,2.9743887353106402e-12,1.2752877864841139e-11
central_xz_radius_25mm_anterior_half,1.255,971,1.061781184201767e-14,1.214306433183765e-14,1.3444106938820255e-14,1.05762749513725e-14,1.214306433183765e-14,1.3877787807814457e-14,6.193172881498882e-13,2.357182893319987e-12,9.66247171163559e-12
central_xz_radius_25mm_anterior_half,1.26,971,6.580694051246724e-15,7.806255641895632e-15,9.540979117872439e-15,6.492707304396201e-15,8.239936510889834e-15,9.107298248878237e-15,5.288946294312239e-13,1.9181243260391056e-12,1.2912096281070261e-11
central_xz_radius_25mm_anterior_half,1.265,971,3.604330188242233e-15,5.637851296924623e-15,6.938893903907228e-15,3.5136636419952475e-15,5.637851296924623e-15,6.938893903907228e-15,8.448171943448792e-13,3.3432456802984233e-12,1.1415068001952022e-11
central_xz_radius_25mm_anterior_half,1.27,971,1.451647333063805e-14,1.6479873021779667e-14,1.8648277366750676e-14,1.4651356566926667e-14,1.691355389077387e-14,1.9949319973733282e-14,8.533534835395511e-13,3.3026026358129453e-12,1.3427779776975512e-11
central_xz_radius_25mm_anterior_half,1.275,971,9.450312571625453e-15,1.1275702593849246e-14,1.3877787807814457e-14,9.571350177699016e-15,1.1275702593849246e-14,1.3877787807814457e-14,6.672566771914837e-13,2.631367124195094e-12,1.2288182915654033e-11
central_xz_radius_25mm_anterior_half,1.28,971,2.8088764007255768e-15,4.336808689942018e-15,6.071532165918825e-15,2.8365676611556906e-15,4.336808689942018e-15,6.938893903907228e-15,5.5805660584654e-13,2.1559571905527262e-12,1.069837196610024e-11
central_xz_radius_25mm_anterior_half,1.285,971,2.0749240093577376e-14,2.2551405187698492e-14,2.6454533008646308e-14,2.086938443318545e-14,2.3418766925686896e-14,2.862293735361732e-14,5.467776655976675e-13,2.1207142708590254e-12,9.295035852119327e-12
central_xz_radius_25mm_anterior_half,1.29,971,4.148374129047421e-14,4.466912950640278e-14,4.9439619065339e-14,4.175261449658596e-14,4.5102810375396984e-14,5.377642775528102e-14,7.557262288211127e-13,2.73098521574866e-12,1.5835212252568455e-11
central_xz_radius_25mm_anterior_half,1.295,971,5.937854839358614e-14,6.331740687315346e-14,7.112366251504909e-14,5.988190404688837e-14,6.505213034913027e-14,7.632783294297951e-14,1.2050798651674635e-12,4.490857463679276e-12,2.73166733677499e-11
central_xz_radius_25mm_anterior_half,1.3,971,2.7757808781792633e-14,3.122502256758253e-14,3.8163916471489756e-14,2.7930209209631727e-14,3.122502256758253e-14,4.2500725161431774e-14,1.305341133273212e-12,4.8112269723787904e-12,2.385331754339859e-11
central_xz_radius_25mm_anterior_half,1.305,971,5.2167654850937954e-14,5.551115123125783e-14,6.158268339717665e-14,5.247851158092762e-14,5.637851296924623e-14,6.591949208711867e-14,1.0706766746794147e-12,4.035143774672178e-12,2.2150743461679668e-11
central_xz_radius_25mm_anterior_half,1.31,971,6.426605585950123e-14,6.765421556309548e-14,7.719519468096792e-14,6.473859381974413e-14,6.938893903907228e-14,7.719519468096792e-14,8.952030603244328e-13,3.396280590095557e-12,2.359229256398976e-11
central_xz_radius_25mm_anterior_half,1.315,971,6.040625146212955e-14,6.418476861114186e-14,7.45931094670027e-14,6.097079586831768e-14,6.591949208711867e-14,7.45931094670027e-14,8.583956294370603e-13,3.145032678730786e-12,1.6740159480832516e-11
central_xz_radius_25mm_anterior_half,1.32,971,3.412992511334801e-14,3.8163916471489756e-14,4.683753385137379e-14,3.4555119950920086e-14,3.8163916471489756e-14,4.5102810375396984e-14,1.1628762610133123e-12,4.526796715254022e-12,2.2706444724462927e-11
central_xz_radius_25mm_anterior_half,1.325,971,1.1271236261521808e-14,1.3877787807814457e-14,1.6479873021779667e-14,1.1371282105656413e-14,1.474514954580286e-14,1.9081958235744878e-14,1.4454485549898316e-12,5.425135896075517e-12,3.363493306096643e-11
central_xz_radius_25mm_anterior_half,1.33,971,5.978721780154669e-14,6.505213034913027e-14,7.45931094670027e-14,6.06331411443634e-14,6.765421556309548e-14,7.632783294297951e-14,1.6997755824447486e-12,6.5617768996162344e-12,3.167588147334755e-11
central_xz_radius_25mm_anterior_half,1.335,971,9.552412928630679e-14,1.0321604682062002e-13,1.1709383462843448e-13,9.687742798152042e-14,1.0711917464156784e-13,1.1796119636642288e-13,1.889442518452164e-12,6.999243851169013e-12,3.8204234442673624e-11
central_xz_radius_25mm_anterior_half,1.34,971,1.1041756106538059e-13,1.1796119636642288e-13,1.3270634591222574e-13,1.1182088268266151e-13,1.222980050563649e-13,1.3617579286417936e-13,2.013954163753432e-12,8.347797120222822e-12,2.7675014280248432e-11
central_xz_radius_25mm_anterior_half,1.345,971,1.1581825011571828e-13,1.231653667943533e-13,1.3357370765021415e-13,1.169839628531795e-13,1.2576745200831851e-13,1.3530843112619095e-13,1.8344129081065705e-12,7.365997589658946e-12,2.390606823610142e-11
central_xz_radius_25mm_anterior_half,1.35,971,1.1511524940737957e-13,1.205632815803881e-13,1.3010426069826053e-13,1.1578341272356425e-13,1.222980050563649e-13,1.3097162243624894e-13,1.7279821532919255e-12,7.340076990658418e-12,2.047818270511925e-11
central_xz_radius_25mm_anterior_half,1.355,971,1.0567520940010723e-13,1.1015494072452725e-13,1.214306433183765e-13,1.0589048661828972e-13,1.1015494072452725e-13,1.196959198423997e-13,1.7142681369864782e-12,6.897153070895001e-12,2.9565853765234354e-11
central_xz_radius_25mm_anterior_half,1.36,971,8.802247750914242e-14,9.194034422677078e-14,1.0061396160665481e-13,8.784471748251039e-14,9.194034422677078e-14,9.71445146547012e-14,1.4618042974739741e-12,5.236870492808521e-12,3.00951796816662e-11
central_xz_radius_25mm_anterior_half,1.365,971,6.367828652521043e-14,6.765421556309548e-14,7.112366251504909e-14,6.336742979522077e-14,6.678685382510707e-14,7.112366251504909e-14,1.0560765801166274e-12,3.894001565640792e-12,1.3961653166916222e-11
central_xz_radius_25mm_anterior_half,1.37,971,4.73100718116167e-14,5.0306980803327406e-14,5.2909066017292616e-14,4.6942939294301323e-14,5.0306980803327406e-14,5.377642775528102e-14,1.0593878702533248e-12,4.1130761019303466e-12,1.7937054508365692e-11
central_xz_radius_25mm_anterior_half,1.375,971,4.179236485430015e-14,4.683753385137379e-14,5.204170427930421e-14,4.1525278181119377e-14,4.683753385137379e-14,5.377642775528102e-14,1.7948722512838815e-12,6.304958333203104e-12,3.7965946830809116e-11
central_xz_radius_25mm_anterior_half,1.38,971,8.907653193841771e-15,1.214306433183765e-14,1.9081958235744878e-14,8.885321532204583e-15,1.214306433183765e-14,1.8214596497756474e-14,1.5909939922323762e-12,6.26039309281623e-12,3.268905857112259e-11
