stage,case_key,case_label,result_mph_exists,result_mph,metrics_json_exists,time_series_csv_exists,postprocess_completed,image_export_completed,image_png_count,expected_image_png_count,legacy_cooper_image_png_count,output_dir
stage1_baseline,stage1_dynamic_simple_gland,Dynamic simple gland,True,runs/comsol_runs/geometry_stage1/outputs/output_baseline_simple_gland_dynamic_solid_only/solve/baseline_simple_gland_dynamic_solid_only_result.mph,True,True,True,True,10,7,3,runs/comsol_runs/geometry_stage1/outputs/output_baseline_simple_gland_dynamic_solid_only
stage1_baseline,stage1_static_simple_gland,Static simple gland,True,runs/comsol_runs/geometry_stage1/outputs/output_full_baseline_reference_simple_gland_static_baseline/solve/full_baseline_reference_simple_gland_static_baseline_result.mph,True,True,True,False,0,0,0,runs/comsol_runs/geometry_stage1/outputs/output_full_baseline_reference_simple_gland_static_baseline
stage1_baseline,stage1_gravity_only_reference,Gravity-only reference,True,runs/comsol_runs/geometry_stage1/outputs/output_stage1_gravity_only_reference/solve/stage1_gravity_only_reference_result.mph,True,True,True,True,10,7,3,runs/comsol_runs/geometry_stage1/outputs/output_stage1_gravity_only_reference
stage1_baseline,stage1_quasistatic_gravity_sag_reference,Quasi-static gravity sag reference,True,runs/comsol_runs/geometry_stage1/outputs/output_stage1_quasistatic_gravity_sag_reference/solve/stage1_quasistatic_gravity_sag_reference_result.mph,True,True,True,True,7,7,0,runs/comsol_runs/geometry_stage1/outputs/output_stage1_quasistatic_gravity_sag_reference
stage1_baseline,stage1_fixed_support_acceleration_pulse,Fixed-support acceleration pulse,True,runs/comsol_runs/geometry_stage1/outputs/output_stage1_fixed_support_acceleration_pulse/solve/stage1_fixed_support_acceleration_pulse_result.mph,True,True,True,False,0,0,0,runs/comsol_runs/geometry_stage1/outputs/output_stage1_fixed_support_acceleration_pulse
stage1_baseline,stage1_fixed_support_acceleration_pulse_mild_025g,Fixed-support pulse mild 0.25g,True,runs/comsol_runs/geometry_stage1/outputs/output_stage1_fixed_support_acceleration_pulse_mild_025g/solve/stage1_fixed_support_acceleration_pulse_mild_025g_result.mph,True,True,True,False,0,0,0,runs/comsol_runs/geometry_stage1/outputs/output_stage1_fixed_support_acceleration_pulse_mild_025g
stage1_baseline,stage1_fixed_support_acceleration_pulse_moderate_050g,Fixed-support pulse moderate 0.50g,False,,False,False,False,False,0,0,0,runs/comsol_runs/geometry_stage1/outputs/output_stage1_fixed_support_acceleration_pulse_moderate_050g
stage1_baseline,stage1_smooth_support_motion,Smooth support-motion fallback,True,runs/comsol_runs/geometry_stage1/outputs/output_stage1_smooth_support_motion/solve/stage1_smooth_support_motion_result.mph,True,True,True,True,10,7,3,runs/comsol_runs/geometry_stage1/outputs/output_stage1_smooth_support_motion
