case_label,last_output_time_s,solve_reached_expected_end,breast_volume_ml,glandular_fraction_pct,review_avg_displacement_mm,review_surface_signed_w_from_dynamic_start_mm,review_nipple_w_from_dynamic_start_mm,review_breast_vm_avg_kpa,review_breast_vm_max_kpa,review_gland_vm_avg_kpa,review_adipose_vm_avg_kpa
Realistic lobule reference xoffset055 0.25g,2.2,True,585.0874087442118,24.308490169459304,2.9976302278625835,0.161071293852606,,0.3242587590632507,1.673571351948651,0.45060710972489115,0.2836817161840392
