stage,case_key,case_label,result_mph_exists,result_mph,metrics_json_exists,time_series_csv_exists,postprocess_completed,image_export_completed,image_png_count,expected_image_png_count,legacy_cooper_image_png_count,output_dir
report_fixed_material_suite,report_fixed_baseline_o1,Report baseline O1,True,runs/comsol_runs/report_fixed_material_suite/outputs/output_report_baseline_fixed_materials_order1/solve/report_baseline_fixed_materials_order1_result.mph,True,True,True,True,10,7,3,runs/comsol_runs/report_fixed_material_suite/outputs/output_report_baseline_fixed_materials_order1
report_fixed_material_suite,report_fixed_stage5b_o1,Report Stage 5B O1,True,runs/comsol_runs/report_fixed_material_suite/outputs/output_report_stage5b_fixed_materials_order1/solve/report_stage5b_fixed_materials_order1_result.mph,True,True,True,True,10,7,3,runs/comsol_runs/report_fixed_material_suite/outputs/output_report_stage5b_fixed_materials_order1
