case_label,last_output_time_s,solve_reached_expected_end,breast_volume_ml,glandular_fraction_pct,review_avg_displacement_mm,review_surface_signed_w_from_dynamic_start_mm,review_nipple_w_from_dynamic_start_mm,review_breast_vm_avg_kpa,review_breast_vm_max_kpa,review_gland_vm_avg_kpa,review_adipose_vm_avg_kpa
Realistic reference xoffset055 0.25g,2.2,True,585.0873776303794,24.308500026714203,2.9971305206090144,0.1611859074890969,,0.32422879905350976,1.6331861822817948,0.45064834162980416,0.28362887098788675
Realistic profile asym. xoffset055 partial,0.0,False,561.3541409709708,25.197408308769806,4.0677590364118147e-13,0.0,,6.457502097772014e-14,3.3283498941760737e-12,6.505857968192372e-15,8.413573909482368e-14
