roi,time_s,n_points,mean_abs_delta_w_mm,p95_abs_delta_w_mm,max_abs_delta_w_mm,mean_abs_delta_disp_mag_mm,p95_abs_delta_disp_mag_mm,max_abs_delta_disp_mag_mm,mean_abs_delta_vm_kpa,p95_abs_delta_vm_kpa,max_abs_delta_vm_kpa
central_xz_radius_25mm,1.585,971,0.0007831961952027222,0.0008317937141011367,0.0013534362013224027,0.0007885646136158189,0.0008378081349474757,0.0013605147050773335,0.0499888528685768,0.3434192733456607,1.5090860349415778
central_xz_radius_25mm,1.59,971,2.6606137569246124e-05,5.404387961509358e-05,0.0009093968419977404,2.995758134724675e-05,5.625042016107595e-05,0.000887599231633911,0.040730201966523064,0.28229672257594896,1.2458415603154993
central_xz_radius_25mm,1.595,971,0.00029253917204505867,0.0003184345144697804,0.0010186059685008374,0.0002902631504183878,0.0003188602762210476,0.0010054563368314898,0.030811263531836053,0.21404451019652027,0.9451296797156972
central_xz_radius_25mm,1.6,971,5.249186917761201e-05,8.566844626045752e-05,0.000554376925959027,4.999410956733658e-05,8.622266483524496e-05,0.0005488391789367983,0.020984797959610484,0.1457248218409002,0.6291020233195214
central_xz_radius_25mm,1.605,971,0.00035700362037103996,0.00042016446984280073,0.0006754231692159256,0.00036244587398673577,0.0004298805464093662,0.0006754643732493834,0.012439828283087375,0.08493451409454658,0.33544813407495644
central_xz_radius_25mm,1.61,971,0.00023051564177819082,0.000259477373975675,0.00030617535091450026,0.00023087618983465418,0.00026004692505609975,0.00032439330458172537,0.005265972295535716,0.04701078922903579,0.11394245045150239
central_xz_radius_25mm,1.615,971,0.0009352846044273844,0.0009958972970753326,0.0011699399069279044,0.0009113711727470491,0.0009710042790515001,0.0011621915739460109,0.003967716000358812,0.02835454725304133,0.06912114216154279
central_xz_radius_25mm,1.62,971,0.0008804972797712149,0.0009546892947167278,0.0011892838237797642,0.0008942486159569603,0.0009787231495430172,0.0011946105870062375,0.007160248113036116,0.04923472203032658,0.15901958877348113
central_xz_radius_25mm,1.625,971,0.0006911472603825597,0.0007327091869180455,0.0009716172749386302,0.0006960621041854011,0.0007348060371950072,0.0009749065079062234,0.009239519061009576,0.07058430822686809,0.2246150958003731
central_xz_radius_25mm,1.63,971,0.0004906093768137529,0.0005184966753277078,0.0008105782097547211,0.00048802133346302824,0.000518328444158939,0.00080637269648002,0.011084270588117482,0.08498946567527535,0.287498075104292
central_xz_radius_25mm,1.635,971,0.0002801330504687365,0.0003417674060777597,0.0006497318299891058,0.0002740704552846394,0.00034151021983990426,0.0006423679716212978,0.013634946292765427,0.09834717237523513,0.3647011052991867
central_xz_radius_25mm,1.64,971,1.6813878342639557e-05,4.492924143725775e-05,0.0003979053896994815,1.880461024165997e-05,5.235893058881539e-05,0.00038608268689444697,0.016207512885482823,0.11346223197719116,0.45881515667176526
central_xz_radius_25mm,1.645,971,0.00024869546659508094,0.00026930728789614474,0.00037950423818701624,0.00024713709612489047,0.00027176371988435564,0.0004646572985895136,0.01888731251195236,0.12845884968541238,0.5578236584453679
central_xz_radius_25mm,1.65,971,0.00038606877569431834,0.00040424287631803417,0.0005228071169384755,0.0003858497869906799,0.00041068819491317044,0.000733059679286518,0.02139727924012842,0.14017611867003427,0.6378952358425494
central_xz_radius_25mm,1.655,971,0.0003438213112107072,0.0003844782949059887,0.0005018017492378285,0.0003555878581530717,0.00042089552502354776,0.0007911914217289314,0.02219447728831044,0.13469462036570826,0.6662473396268002
central_xz_radius_25mm,1.66,971,8.956635441156053e-05,0.0001397020945243031,0.00023369131031041133,0.00010987765359809481,0.00020333183713209775,0.0005113771697873954,0.020481876858253513,0.11839299400212899,0.612680589779027
central_xz_radius_25mm,1.665,971,0.00015381726852868217,0.0001827261744469016,0.0003265794224734716,0.00014709687438140549,0.0001843038959368679,0.0003025546340644633,0.015806802022987024,0.09234178719381024,0.47658479422986244
central_xz_radius_25mm,1.67,971,3.698583774634896e-05,5.9101199642830034e-05,0.0001440890193765503,4.099450614127823e-05,8.221572806070359e-05,0.0001779456673193765,0.010758147069910195,0.06908783085432066,0.29847577563460903
central_xz_radius_25mm,1.675,971,0.0003787521261662653,0.0004063787389490934,0.00045819783508709955,0.0003791194417656126,0.000412433749910225,0.00048788208513325876,0.005682461101107014,0.04962112891803944,0.1257018984792379
central_xz_radius_25mm,1.68,971,0.0009429531880242322,0.0010012806456541762,0.0011300104070766331,0.0009364569474272937,0.0009938438386950005,0.001131917192015669,0.0025955727427323743,0.012405951249718992,0.05860101514748571
central_xz_radius_25mm,1.685,971,0.0012240320842139994,0.0013051068058705462,0.001401922507585806,0.0011866381555731618,0.0012829713172644187,0.0013967761741820808,0.004455255259555009,0.01823455611030446,0.08081791011081021
central_xz_radius_25mm,1.69,971,0.0010036527832002816,0.0010654785844643531,0.0011741848326286396,0.0009677640200641024,0.0010540175214837828,0.0010936154614846715,0.004521234491931344,0.021073915089726142,0.0944353010111863
central_xz_radius_25mm,1.695,971,0.0007364686784417815,0.0007880465141472362,0.0008941838224828247,0.000720956752358456,0.0007772413980345466,0.0008864400879099801,0.003042418256379626,0.009756651861166922,0.06936228957904819
central_xz_radius_25mm,1.7,971,0.0004468175947469876,0.0004954157981402368,0.0006284803279552205,0.0004439372963699122,0.0004838608593799986,0.0006290741962326914,0.003111851963442223,0.01669651683647589,0.060732592370380215
central_xz_radius_25mm,1.705,971,0.00018050318297445255,0.00020604351590674348,0.0003080455423945874,0.00018064631142261707,0.000207345938038286,0.00030766981695272595,0.007076445321332811,0.04595169871180105,0.2040128866537942
central_xz_radius_25mm,1.71,971,4.9898546348164615e-05,7.189777403537705e-05,0.0002738998130698278,4.8464054635991825e-05,7.200083560084374e-05,0.0002756472964745519,0.012818341336901245,0.08462564218078605,0.3908623043038703
central_xz_radius_25mm,1.715,971,0.00011278507455696774,0.0001334337147062734,0.0003253552125509094,0.00011263726527641551,0.00013263612822411643,0.00032337289921626974,0.019277863755479466,0.12871525068961165,0.586099933304618
central_xz_radius_25mm,1.72,971,0.0003832069672255927,0.0004225843980499482,0.0006221674331071281,0.00038829751294737616,0.00044153889113354456,0.0006187361961204228,0.025934314817335675,0.17299274597591496,0.7725576123292338
central_xz_radius_25mm,1.725,971,0.0008874876583082284,0.0009313083634572951,0.0011186912588245258,0.0008970259266813107,0.0009629851347046285,0.0012279939277358171,0.0313734693273097,0.2174160282448131,0.9327745356087686
central_xz_radius_25mm,1.73,971,0.0009511113140941916,0.0009867622294152398,0.001205434281980819,0.0009577874704159852,0.0010134070996307108,0.0013801396040837629,0.03453095663351259,0.24033761321284808,1.043981287138357
central_xz_radius_25mm,1.735,971,0.0004934714238520704,0.0005191999487192973,0.0007417785263356957,0.0004955296260012658,0.0005511458628791772,0.000967946823605785,0.03649864327742126,0.25159271701260394,1.088935567492208
central_xz_radius_25mm,1.74,971,0.00014938977876898077,0.00017218673430954498,0.0007440380812577703,0.00015007393721442003,0.00019042697789049996,0.0006941615969895641,0.03580230767687146,0.246702798195505,1.0637351045354213
central_xz_radius_25mm,1.745,971,0.000756805371627293,0.0007754109741207882,0.0013205479121904118,0.0007573708745011619,0.000789941306415581,0.0012733622359914053,0.032634790927099505,0.22797690095446804,0.9781546649337949
central_xz_radius_25mm,1.75,971,0.001240345724195634,0.001273954159819934,0.0017572036362335439,0.001241388029667877,0.001290432831303008,0.0017233664172083395,0.028408457142352624,0.19466279721930488,0.8418843385328553
central_xz_radius_25mm,1.755,971,0.0015816212625727887,0.0016103102716733507,0.0020107184630433882,0.0015815869839123978,0.0016138030616182075,0.0019909742267877834,0.022002593574391247,0.14436247306278144,0.6556869940603267
central_xz_radius_25mm,1.76,971,0.0012928918006559211,0.001307655657932494,0.0016083066676196318,0.001291528408080838,0.001310557616194185,0.0015975659370694433,0.014390356876594488,0.09327922635462886,0.42707595394287773
central_xz_radius_25mm,1.765,971,0.0007377335816372732,0.0007603640919184385,0.000915027810766589,0.0007382702135348545,0.0007620648865954089,0.0009108316811964759,0.006657697342694947,0.047065710593629115,0.1813918790352003
central_xz_radius_25mm,1.77,971,0.00028383588367532207,0.0003049186081470593,0.0003965065171974554,0.0002700655603119744,0.00029815667456610355,0.00039470648760382113,0.0031057598252344394,0.02174913419415885,0.07801441816073887
central_xz_radius_25mm,1.775,971,1.829480883900995e-05,4.062288202602072e-05,9.226005777494134e-05,2.2517776422301623e-05,6.015302342460261e-05,0.00016050699077761917,0.01047190615275167,0.06507139662093925,0.2886612495816628
central_xz_radius_25mm,1.78,971,6.155487847469327e-05,7.283900732763839e-05,0.0002996541261591004,6.274023948940656e-05,0.00010027190039873721,0.0002752440915834188,0.01749235758383354,0.11317786633385413,0.5084140621291078
central_xz_radius_25mm,1.785,971,0.00018746090717680758,0.000211496915567249,0.0003228834700426484,0.00019323715571104946,0.00024535858530972884,0.0005278356120974777,0.02412176196486539,0.16127010620722831,0.7184012180796641
central_xz_radius_25mm,1.79,971,0.0006146071524960212,0.0006588281628152953,0.0008523252758756497,0.0006230671946784192,0.0006915112208835889,0.0009354109489537708,0.030233643567475262,0.20501277339726254,0.9125910239153898
central_xz_radius_25mm,1.795,971,0.0009464521835550511,0.0009872928011871954,0.0012725995272287217,0.0009526502365744475,0.001011841435890671,0.001283554598838785,0.03566809136680321,0.23172533558304031,1.08238727804387
central_xz_radius_25mm,1.8,971,0.0005829199541600436,0.0006074084854029629,0.0009594763461921209,0.0005854576880610418,0.0006132778477493678,0.0009653904388443567,0.03976856005060917,0.2640780853551996,1.2205481301454824
central_xz_radius_25mm,1.805,971,0.00016131744918314114,0.00018596011285790942,0.0008051143134436833,0.0001616215632003288,0.0001897134109100397,0.0007803275729133773,0.04337762419834242,0.29265232668474983,1.3264199619892028
central_xz_radius_25mm,1.81,971,0.00022229418101821357,0.00024620444703067276,0.0012862585511920401,0.00022506257363221984,0.0002648518724060944,0.001260633922637363,0.04628593010275632,0.3158661130129211,1.404418275431867
central_xz_radius_25mm,1.815,971,0.0004995677226578433,0.00054840568650843,0.0016298445719344773,0.0005057699604345825,0.000567786824954078,0.0016035909658550056,0.04911210232212243,0.33376193519061315,1.4634956799059873
central_xz_radius_25mm,1.82,971,0.0006076010095528813,0.0006630318544363287,0.001747798777272918,0.0006138159867804519,0.0006811384049634772,0.0017181182517954537,0.051270950853442236,0.3481934473960482,1.5173595433338483
central_xz_radius_25mm,1.825,971,0.000513772746862884,0.0005431215203369633,0.0016529831187062256,0.0005161324363187216,0.0005503822977849949,0.0016187558669637434,0.052526180508548855,0.36004949019110233,1.5789309107539224
central_xz_radius_25mm,1.83,971,0.00023843835739785846,0.00027271231205303753,0.0013650299057277673,0.000239118963644849,0.00029002316596481864,0.001328348221016351,0.054637997725430404,0.3683348274404995,1.6460130532155817
central_xz_radius_25mm,1.835,971,0.0001085474599611023,0.0001357911239873496,0.000987002224557814,0.00010870093882754716,0.00014015891422274572,0.0009499584277157525,0.05563281897863885,0.385325360217474,1.6970166894381742
central_xz_radius_25mm,1.84,971,0.0002880730054327483,0.0003387479870007974,0.0007613033945097665,0.00028245779688839637,0.0003406163562140463,0.000748551949101943,0.055748579725392024,0.374120924665276,1.7132440745219562
central_xz_radius_25mm,1.845,971,0.00023780118143086347,0.00031053039933784214,0.0008071103627139975,0.00023270789077535774,0.00031297932969170245,0.0007713070902101368,0.05601905766855204,0.37354379410938987,1.702601046351771
central_xz_radius_25mm,1.85,971,0.00017164539393542004,0.00019439948816674102,0.0012460094157653624,0.00017107821253117917,0.0001996673943207867,0.0012083557060782457,0.05597004879433446,0.37665336400908656,1.690314580760604
central_xz_radius_25mm,1.855,971,0.000658436177259509,0.000714120962382438,0.0017658935084039103,0.0006523215848076103,0.0007156398186775135,0.0017296264425317558,0.056719548029060575,0.3805564807993746,1.6996690619947135
central_xz_radius_25mm,1.86,971,0.0007751947455860041,0.0008086307824962599,0.0019553041002563602,0.0007738776501035071,0.0008118240926828502,0.0019256254424919114,0.05849856130407274,0.3983829203143455,1.7497756750762798
central_xz_radius_25mm,1.865,971,0.0005013451046158648,0.0005402943960329878,0.0018278855324280197,0.0005050372103559524,0.000561249246930004,0.0018028430656914438,0.061888136521761616,0.4139828170501816,1.8503865698723891
central_xz_radius_25mm,1.87,971,0.0002953981457341901,0.0003427760492452289,0.0017458084242733159,0.0003002553498099875,0.0003602687791291921,0.001715979030278078,0.06651363635139919,0.44513513921952674,1.9978773845851696
central_xz_radius_25mm,1.875,971,0.0003091090319580206,0.00034657961128932956,0.0018419398463164795,0.00031174051519608346,0.0003591632375052334,0.001801910768097284,0.07175538505716343,0.48409901357426977,2.168413417937455
central_xz_radius_25mm,1.88,971,0.0004618172051811663,0.00048200994914285485,0.00210316469377754,0.00045897965251431,0.0004864804944082132,0.002057661477203928,0.07699336493188348,0.5203967978465145,2.337879325965493
central_xz_radius_25mm,1.885,971,0.0006895577462709507,0.0007490205447039343,0.002458079486167969,0.000682779158140752,0.000746412284166045,0.002410851477272803,0.08172386002143163,0.5509817456476476,2.49572514304634
central_xz_radius_25mm,1.89,971,0.0009786876519460245,0.0010067637324167288,0.002802274705526221,0.0009787524573887446,0.0010313999225998894,0.0027470865883397894,0.08563281013684662,0.5746929290470268,2.6186217872155324
central_xz_radius_25mm,1.895,971,0.0012487823406650623,0.00131978922085366,0.0030780753906773164,0.001259602577587414,0.0013732341135677673,0.0030112833365779704,0.0883562666937081,0.5893079843074861,2.6837039574386354
central_xz_radius_25mm,1.9,971,0.0014596221161654898,0.0015684298153937487,0.003302700151526332,0.0014818308742394757,0.0016557269002319928,0.003236149829635021,0.09064957680381797,0.5994571842404379,2.7346884301973007
central_xz_radius_25mm,1.925,971,0.0002820475104732659,0.0003262166137045497,0.0011425585647079246,0.0002887759241307497,0.0003450664137248996,0.0011052621964116605,0.06885143981511388,0.46463045350636684,2.0901463677812906
central_xz_radius_25mm,1.95,971,0.00020666869962881432,0.00024812884382471694,0.000822489322942991,0.000202797232252015,0.00025169033477778074,0.0007954514380319709,0.051109933920466546,0.3423479820658745,1.544160710491501
central_xz_radius_25mm,1.975,971,0.00044450346694124805,0.0004884157787177559,0.0010425817829448798,0.00045085515392445804,0.0005223743092992467,0.001041873706183593,0.06131102083827009,0.40952446827087763,1.8434948418024661
central_xz_radius_25mm,2.0,971,0.0001712433700419157,0.0002018887238822674,0.0015770283129995163,0.00017533512688791943,0.0002381248960987327,0.0015295835363252769,0.0829874419587514,0.5630225784051319,2.532807278215654
central_xz_radius_25mm,2.025,971,0.00022883443060183321,0.0002702340097609189,0.0018870153697539763,0.00023379932661081058,0.00030321097954253903,0.0018343581109194276,0.08341707378290146,0.5692584608702564,2.5109209262466576
central_xz_radius_25mm,2.05,971,0.0008679340171585792,0.0009131233859019285,0.0013669047705883522,0.0008694758104191169,0.0009160681832096236,0.0013792833021865347,0.061510877937733535,0.4086496337724973,1.8650853637262537
central_xz_radius_25mm,2.075,971,0.00022219359654383094,0.0002540715465127342,0.0012794899134143875,0.00021834381253307584,0.00025600570558500374,0.001258539921799185,0.0503421049405339,0.3383264546332064,1.5321364658406313
central_xz_radius_25mm,2.1,971,0.0003811629257491007,0.0004198524483506067,0.0017731544711577056,0.00037759032047320854,0.00042112607886741343,0.0017387069007985742,0.0660746984963513,0.4478543739106401,1.9722456851098784
central_xz_radius_25mm,2.125,971,0.0008979217795307587,0.0009745119218221472,0.00275720281423409,0.0009045182630237259,0.0010278920019584237,0.0026917831125392033,0.09510855356925835,0.6512935754348379,2.927011866475604
central_xz_radius_25mm,2.15,971,0.00018535754935847885,0.00021768703398379607,0.0014099365940991107,0.00019142091643210239,0.00025747833138430216,0.0013801091778989708,0.06957157099353992,0.49075309444582305,2.06353408912282
central_xz_radius_25mm,2.175,971,0.00037061725979153264,0.00047580038890554163,0.0006900166650497877,0.00035982505523216745,0.0004755057872480196,0.0007741656447343009,0.05586222623493799,0.3757070952981828,1.658856379097601
central_xz_radius_25mm,2.2,971,0.0001394007943759402,0.00020678880702489771,0.0013268896767852124,0.00015136037515457777,0.00024305301058401806,0.0012778091355563487,0.06138094818936206,0.4082832105047921,1.8656653686458962
central_xz_radius_25mm_anterior_half,0.0,971,3.004505932491927e-26,5.608307998055631e-26,3.865911473648721e-24,3.004505932491927e-26,5.608307998055631e-26,3.865911473648721e-24,1.8675959121747634e-23,3.676486983685282e-23,2.2206300614649387e-21
central_xz_radius_25mm_anterior_half,0.025,971,1.0886677153679069e-07,2.2491729820227064e-07,8.07120490001583e-06,1.0973774186683934e-07,2.4131684727939757e-07,8.03346894919066e-06,0.0003538829117198767,0.002407103680853153,0.010610930193286336
central_xz_radius_25mm_anterior_half,0.05,971,2.4458892473083977e-06,2.7742769002423568e-06,5.8175671414012e-05,2.413341762358772e-06,2.7045532615416353e-06,5.715153895760063e-05,0.0025801859401607345,0.017481835208001197,0.07824186966112692
central_xz_radius_25mm_anterior_half,0.075,971,8.692275139058036e-06,9.222735501313744e-06,0.0001410770579716547,8.569203575697126e-06,9.20905134560359e-06,0.0001365388406438981,0.006448864892854428,0.04332247319151918,0.19542996062487755
central_xz_radius_25mm_anterior_half,0.1,971,9.887404740349445e-06,1.0871764226881835e-05,0.00018139904074259165,9.826939915658336e-06,1.1281019209242625e-05,0.00017607862693239107,0.008065696362282377,0.05426187724796784,0.2475621954362609
central_xz_radius_25mm_anterior_half,0.125,971,1.2747792541606023e-05,1.341863008170541e-05,0.00017722128390707317,1.2690811555879762e-05,1.3533952820395751e-05,0.00017309120484663987,0.007802100402325343,0.05261358847338383,0.23636771940019186
central_xz_radius_25mm_anterior_half,0.15,971,1.5697560740369796e-05,1.6638576382481266e-05,0.0002008398563289643,1.5519793279910268e-05,1.6621621182026907e-05,0.0001955723780472829,0.00897991408449005,0.06172627224767244,0.27337121690092625
central_xz_radius_25mm_anterior_half,0.175,971,1.3099158716757982e-05,1.4025546028945991e-05,0.0002667069232716707,1.3104680475342363e-05,1.4433890705757308e-05,0.0002600240890587922,0.011906174991572302,0.08017427998924587,0.36260854309475293
central_xz_radius_25mm_anterior_half,0.2,971,1.7917571675796275e-05,1.9089229534325486e-05,0.0003358133447144574,1.7677761338839364e-05,1.9256490912142148e-05,0.00032645502934496983,0.015136935007719579,0.10206293013433076,0.46141215647108297
central_xz_radius_25mm_anterior_half,0.225,971,2.3408516577139436e-05,2.473036066837249e-05,0.00035832434302736967,2.3290529918106563e-05,2.507682691924376e-05,0.00034837073275867814,0.01623846593260521,0.10885338174536549,0.49448511786258426
central_xz_radius_25mm_anterior_half,0.25,971,2.1612905836305876e-05,2.284208560672388e-05,0.0003592685113538996,2.1425590632347242e-05,2.294193775963715e-05,0.0003500765239862393,0.01599480395771291,0.107310585288094,0.48735194303968704
central_xz_radius_25mm_anterior_half,0.275,971,2.953341525461529e-05,3.0627584101641705e-05,0.0004029311139365369,2.9328930136955295e-05,3.081234066314555e-05,0.0003935053731959903,0.017509654976586637,0.11795337864030983,0.5332991603662739
central_xz_radius_25mm_anterior_half,0.3,971,3.0502892665027035e-05,3.191381586060103e-05,0.00047066130855915635,3.045435046088729e-05,3.262232584549463e-05,0.0004576852338573261,0.02131675190401513,0.14309552422317381,0.6491385144163322
central_xz_radius_25mm_anterior_half,0.325,971,2.9975709122394292e-05,3.17829850256658e-05,0.000529021303010877,2.96945669709738e-05,3.159307580092663e-05,0.000514298983804581,0.02388302453218048,0.1602177773792785,0.7285624502760897
central_xz_radius_25mm_anterior_half,0.35,971,4.3083646532772836e-05,4.522299916107867e-05,0.0005491999992770927,4.283651425976938e-05,4.585991238972506e-05,0.0005354401852422815,0.02383228359964519,0.16095313614617754,0.7256936998919824
central_xz_radius_25mm_anterior_half,0.375,971,2.8862349744486277e-05,3.066646245611631e-05,0.0005358132180641444,2.8695421486874637e-05,3.111831364929676e-05,0.0005215922300098961,0.024372903960864358,0.1639054816487709,0.7414404388302797
central_xz_radius_25mm_anterior_half,0.4,971,3.777478440545286e-05,3.973280474133065e-05,0.0006008113148355324,3.730303013399788e-05,3.9595374220482635e-05,0.0005849193457363455,0.026992600804418114,0.1809035216006742,0.8236841425676364
central_xz_radius_25mm_anterior_half,0.425,971,4.988766885214951e-05,5.18170364019032e-05,0.0006836261170781264,4.9533211972534084e-05,5.2420497732071775e-05,0.0006666303728852623,0.029755243881671722,0.2007686455918431,0.9050506446660893
central_xz_radius_25mm_anterior_half,0.45,971,4.1430736824923336e-05,4.370717685822298e-05,0.0007142459307919735,4.1245304591549596e-05,4.399380088872251e-05,0.0006940520970882304,0.03261721658781836,0.22009673494086224,0.9954455370864426
central_xz_radius_25mm_anterior_half,0.475,971,5.699039201630763e-05,6.203243000746459e-05,0.0007259003968222363,5.617997672349327e-05,6.216765784919278e-05,0.0007068241428993816,0.03185092559103396,0.21414333511640143,0.9688677614938197
central_xz_radius_25mm_anterior_half,0.5,971,3.499173448989063e-05,3.7966213722027443e-05,0.0007246726462508887,3.461823819098816e-05,3.89718698238237e-05,0.0007060054796762319,0.03258196346930124,0.2186897332530009,0.9929812981438441
central_xz_radius_25mm_anterior_half,0.525,971,4.088016780324636e-05,4.324181790275102e-05,0.0007950494106377399,4.0587663374834464e-05,4.328795862387769e-05,0.0007740158369194932,0.03625773080680221,0.24364981461577395,1.1043419616900647
central_xz_radius_25mm_anterior_half,0.55,971,7.663720793202619e-05,7.911220780256259e-05,0.0008927920400502495,7.628096003871451e-05,7.980495045074691e-05,0.000868800650220174,0.0391305159322574,0.2625104206399714,1.191801478185867
central_xz_radius_25mm_anterior_half,0.575,971,5.783228437857821e-05,6.068913582801556e-05,0.000904444676280312,5.753135376756499e-05,6.091327343481917e-05,0.000880986777181212,0.0399608136706974,0.26866619208090275,1.2187601476895762
central_xz_radius_25mm_anterior_half,0.6,971,6.139538282460382e-05,6.452955092495216e-05,0.0009008578876635448,6.0920432219933665e-05,6.601797579550324e-05,0.0008770152625768319,0.0403004156421516,0.2707588438166091,1.2269390081190683
central_xz_radius_25mm_anterior_half,0.625,971,4.557808958319717e-05,4.893015398811738e-05,0.0009146363193646839,4.497235395379455e-05,4.9073658915568114e-05,0.0008904751731225562,0.04161839264662632,0.2789268760697641,1.2682551131316921
central_xz_radius_25mm_anterior_half,0.65,971,4.2281069433732185e-05,4.4964723494925196e-05,0.000991980944879678,4.189819655945414e-05,4.570547374783702e-05,0.0009659170253492264,0.04494727412861832,0.3023349503634612,1.3683539637963322
central_xz_radius_25mm_anterior_half,0.675,971,9.848937099811119e-05,0.00010168042040173495,0.0010994582844191594,9.796293645067382e-05,0.00010256687227425294,0.0010705688398360627,0.048028699084400946,0.3225421094763117,1.4656590829323717
central_xz_radius_25mm_anterior_half,0.7,971,7.288093652539401e-05,7.586278746949532e-05,0.0010806391075722944,7.221871226192082e-05,7.626658917131521e-05,0.0010518740235984647,0.0481527338299108,0.32359105638048424,1.4649840349215442
central_xz_radius_25mm_anterior_half,0.725,971,6.236066089283683e-05,6.654460722700043e-05,0.0010731751197679516,6.219657486133516e-05,6.746257864679878e-05,0.001044660558991578,0.04811885554014055,0.3227420761167268,1.4667093273275154
central_xz_radius_25mm_anterior_half,0.75,971,5.843563306500356e-05,6.155783460553253e-05,0.0011235837705098062,5.781366868760763e-05,6.157568244180567e-05,0.0010944243659127308,0.05078809867544199,0.34130130301933104,1.5471821007656439
central_xz_radius_25mm_anterior_half,0.775,971,3.6103371146911574e-05,4.1723960976991145e-05,0.0011697488686646454,3.5346090342494685e-05,4.2614583633995146e-05,0.0011370705455563887,0.0543820183183194,0.36538678839433825,1.656484965722297
central_xz_radius_25mm_anterior_half,0.8,971,6.375283108247305e-05,6.770517442500866e-05,0.0012384830945406933,6.33741842528669e-05,6.870990903063562e-05,0.001205494301560403,0.05592634951507058,0.37534625989802817,1.7039805960640941
central_xz_radius_25mm_anterior_half,0.825,971,0.00011797787195250999,0.00012098480473682859,0.0012967437975309679,0.00011727729851933717,0.00012234711982525744,0.0012627849996938584,0.05626511024493684,0.37804167337710826,1.7145908830135086
central_xz_radius_25mm_anterior_half,0.85,971,0.00010678119096952702,0.00011102057551688922,0.0013000231323919212,0.0001060792030896118,0.00011213849212578231,0.0012671080974044,0.0569387199031371,0.38256726897245336,1.7346281483345274
central_xz_radius_25mm_anterior_half,0.875,971,7.128990745574924e-05,7.617332688399092e-05,0.0013199008909638849,7.084557035936474e-05,7.629430363214132e-05,0.001284900330619787,0.05957203013083611,0.39972485692890203,1.8139451137002363
central_xz_radius_25mm_anterior_half,0.9,971,0.00015218483794371995,0.0001560852765406743,0.0014774388051473283,0.0001515922554614536,0.00015735993196160092,0.0014399725742080156,0.06317037931984164,0.42439707214433,1.926678642218465
central_xz_radius_25mm_anterior_half,0.925,971,7.487854804635484e-05,7.96005930599284e-05,0.0014239030519747412,7.408450398074543e-05,7.931692235234496e-05,0.001385554805931246,0.06450226080769256,0.4335469127682657,1.9647356502829938
central_xz_radius_25mm_anterior_half,0.95,971,6.301288439572445e-05,6.931674138409977e-05,0.0014078262360146462,6.231412560246301e-05,6.940898643922715e-05,0.00136983315362528,0.06416743899269581,0.43095893895253334,1.9540904366070067
central_xz_radius_25mm_anterior_half,0.975,971,0.0001274536015069758,0.00013191107110788192,0.0015044765930946787,0.00012639834790197302,0.0001322608291437835,0.0014655832123078479,0.06571325507121357,0.44062497204620765,2.0022392748077373
central_xz_radius_25mm_anterior_half,1.0,971,8.833774266411742e-05,9.181859526364612e-05,0.0015301644282206261,8.73283914654783e-05,9.283764146111526e-05,0.0014902153820141317,0.06862507188516875,0.4614853354218342,2.0910352164151083
central_xz_radius_25mm_anterior_half,1.025,971,0.00011546232466451412,0.00012591387980485577,0.0013910325109382782,0.00011706404518184092,0.0001353296324921576,0.0013484688497801545,0.07146395683641138,0.4803536073242144,2.1749530019861836
central_xz_radius_25mm_anterior_half,1.05,971,0.00011324095242631844,0.00011885253741253377,0.0015805888365734086,0.00011269636957743167,0.00012114260353082544,0.0015377824089989403,0.07028420468184773,0.4711469553926322,2.143598141808587
central_xz_radius_25mm_anterior_half,1.075,971,0.00022055438095168958,0.0002256653372772078,0.001612570553616733,0.00021996893107391682,0.00022677316930471043,0.001574372015861105,0.06584878194530305,0.44297118382018696,2.0054182259957227
central_xz_radius_25mm_anterior_half,1.1,971,0.0002880564314908342,0.0002983963277340077,0.0016704934466650959,0.00028847099012676463,0.0003000188540864309,0.0016332338191871187,0.06614013506643683,0.4439027702510825,2.014159962040629
central_xz_radius_25mm_anterior_half,1.125,971,0.0001223681239193266,0.00012656311029800651,0.0015849024935393231,0.00012209888366036887,0.00012699977132045112,0.0015420066772392667,0.07035263315422519,0.4715295092175472,2.1454998704066273
central_xz_radius_25mm_anterior_half,1.15,971,0.0002194751624471596,0.00022556118058200333,0.001724727645331832,0.0002183898664222756,0.00022665369316804407,0.0016832388066664351,0.0710100725060353,0.47818110758299737,2.1635862826502272
central_xz_radius_25mm_anterior_half,1.175,971,0.00013345700239000114,0.00013724118462727156,0.0015690919782200552,0.00013295081765725972,0.0001376407105339872,0.0015280041871278474,0.06899966813665623,0.4633779194712936,2.1039745372484586
central_xz_radius_25mm_anterior_half,1.2,971,0.0003835988069421339,0.00039127659457773023,0.0017579173694432307,0.00038298452414716497,0.0003934053154747673,0.001718714520990497,0.0658962718321301,0.44200849106497025,2.0064813075733423
central_xz_radius_25mm_anterior_half,1.205,971,9.857994307176653e-05,0.00010403797386852702,0.0014743640990196039,9.770597813217751e-05,0.0001050227590997533,0.0014356299980183146,0.06572252150916852,0.4407146667610091,2.0008809301457933
central_xz_radius_25mm_anterior_half,1.21,971,0.00028038706928390907,0.00028617538929852013,0.0016596717159812237,0.0002796102841223831,0.0002870918486132072,0.0016216057443767945,0.06560835387838498,0.4398152639827977,1.9992159354972656
