roi,time_s,n_points,mean_abs_delta_w_mm,p95_abs_delta_w_mm,max_abs_delta_w_mm,mean_abs_delta_disp_mag_mm,p95_abs_delta_disp_mag_mm,max_abs_delta_disp_mag_mm,mean_abs_delta_vm_kpa,p95_abs_delta_vm_kpa,max_abs_delta_vm_kpa
central_xz_radius_25mm,1.51,971,0.0008041601415001608,0.0008310889826922737,0.0026760582179986316,0.0008055013735505869,0.0008372542891737621,0.0026335063114104815,0.0855054817062146,0.5760680249540815,2.600397145854231
central_xz_radius_25mm,1.515,971,0.00018271957024318275,0.00019147150147769826,0.001958301086846248,0.00018205440056650143,0.00019147969270924547,0.0019210593851220342,0.07995385886808787,0.5415416476275497,2.4346501306251556
central_xz_radius_25mm,1.52,971,0.0004815173878338295,0.0005161083661711727,0.0012266913738249487,0.00048675683029746915,0.0005290705706144372,0.001193390880590943,0.07644258569903171,0.5159166265727202,2.312190670888781
central_xz_radius_25mm,1.525,971,0.0010801699662463956,0.0011456335120584894,0.001778390016807501,0.0010908502587039638,0.0011635059585072844,0.0017840635208004989,0.07446821447418704,0.49954739846999086,2.2332238700235636
central_xz_radius_25mm,1.53,971,0.00038015655931408386,0.0004107807730561845,0.0019746894871844334,0.00038290656725765114,0.0004249773981640937,0.0019454530631917225,0.0727041115682994,0.4898052169749253,2.2004474261501246
central_xz_radius_25mm,1.535,971,5.1228270662860503e-05,6.124721178401432e-05,0.0015189628082184006,5.198265076378746e-05,7.834601367705599e-05,0.001482568253125243,0.07336174784515598,0.4943310400112787,2.217566433504232
central_xz_radius_25mm,1.54,971,0.0001595742876247092,0.00018412683268700936,0.0013819583053985285,0.00016234409747734884,0.00020043059106009987,0.0013349977769760296,0.0754706650110645,0.5095340962558763,2.2783448913655504
central_xz_radius_25mm,1.545,971,3.421870910645206e-05,6.289863312006552e-05,0.0015620152517001676,3.6755116796596865e-05,7.446683336935142e-05,0.0015060463670179408,0.07808509685863746,0.5402573671398647,2.366341447418625
central_xz_radius_25mm,1.55,971,0.0003720178365634226,0.0004183316895563227,0.0011798973200238642,0.0003805441181154078,0.0004456645666987228,0.0011341242807357335,0.0803836729414907,0.5491239809464998,2.439361492103458
central_xz_radius_25mm,1.555,971,0.00014177938758953273,0.00015490268937858043,0.001707975128139791,0.00014419760957533096,0.00016821213960800663,0.0016485883769091873,0.07993863983641308,0.5479743925173636,2.4502993106612836
central_xz_radius_25mm,1.56,971,0.0009510284665505662,0.001007932846157876,0.0025001919658125017,0.0009603242327244842,0.001041336726034011,0.002445448796940808,0.07844333961317264,0.5390914527301403,2.3871907777629136
central_xz_radius_25mm,1.565,971,0.000272111287841949,0.00029505966383115007,0.001245102743643433,0.00027600631208095307,0.0003072270236192595,0.0011923351260993004,0.07447853974096827,0.49410743032727567,2.264168770343726
central_xz_radius_25mm,1.57,971,0.00045185215819957213,0.0004887517094384966,0.0010286657778743775,0.00045854658142293627,0.0005067768894854129,0.0010558711514290116,0.06947138779211336,0.46680174463276286,2.101921660832922
central_xz_radius_25mm,1.575,971,0.000530358354016663,0.0005427806482102143,0.0018638496147760537,0.000528708217773477,0.0005433846807676931,0.0018204910340324787,0.06337035435546831,0.43112963465341503,1.9218097748710896
central_xz_radius_25mm,1.58,971,0.0014650820052359975,0.0015189516257667346,0.0026705354375907223,0.001469213532919045,0.0015222241901038762,0.0026341577509247927,0.05718866329692972,0.388525989071578,1.7271706883824014
