time_s,mean_delta_w_mm,mean_abs_delta_w_mm,p95_abs_delta_w_mm,p99_abs_delta_w_mm,max_abs_delta_w_mm,min_delta_w_mm,max_delta_w_mm,mean_abs_delta_disp_mag_mm,p95_abs_delta_disp_mag_mm,max_abs_delta_disp_mag_mm,mean_delta_vector_mm,p95_delta_vector_mm,max_delta_vector_mm,mean_abs_delta_vm_kpa,p95_abs_delta_vm_kpa,max_abs_delta_vm_kpa
1.33,-0.0006596931483645751,0.0008818819414456741,0.0016122842261848296,0.0034829162667261676,0.010606462023013408,-0.00466840790011038,0.010606462023013408,0.0009914101577506388,0.0019582700552093894,0.011131278930441732,0.001134770352844831,0.0022205019634634676,0.01621606900774772,0.07142397092426438,0.1965968501682855,4.735277057635405
1.335,0.001061795809217666,0.001147265800462022,0.0018383641443546134,0.0038592191265129504,0.011007015833455258,-0.004685989171394466,0.011007015833455258,0.0012049378744432575,0.0021414730191003993,0.011722826114903299,0.0013354588375694913,0.002328488429118554,0.01686120120822264,0.07399183229732492,0.20066606084601715,4.957808653712793
1.34,0.0010212248687038303,0.0011090302471496712,0.001828864181498816,0.00392748851273093,0.011253286877262854,-0.004793657553330802,0.011253286877262854,0.0011675014135904464,0.0021592031484086558,0.011993126582006668,0.0013022723922761787,0.002341835972024909,0.01724328387441278,0.07546724319078946,0.20569881962222625,5.066485065621971
1.345,0.0009417760584190384,0.0010337310483170706,0.001838426334598518,0.003949360204904936,0.011432131102504635,-0.004863582269793712,0.011432131102504635,0.0010902426301761421,0.002120395797472603,0.01217535826117985,0.0012275337403818973,0.002371476389898103,0.0174947287728922,0.07555892544150059,0.20860244347718712,5.058256520371801
1.35,0.0008346161830849767,0.0009330226171342474,0.0017680962761032612,0.003958762867707637,0.011539548625353344,-0.004907453477573918,0.011539548625353344,0.0009862706106294186,0.0020816023273321415,0.01226948462962796,0.0011291745260607092,0.002346765941839428,0.017618357900883338,0.07471424716122622,0.20998660570168548,4.968721822433796
1.355,0.0007188140024744149,0.0008249141336332874,0.0017164967692651334,0.003980046009665152,0.011590689735631148,-0.0049373900052971514,0.011590689735631148,0.0008748913938985145,0.0020542930169950304,0.01229964568604967,0.0010282413225567754,0.0022523967831160957,0.01765453847658213,0.07342343162646858,0.21064830136608428,4.834422367865939
1.36,0.0005840899519322184,0.0007002529217540454,0.001634129126111904,0.004010701778889955,0.011575856541789425,-0.004948369822865265,0.011575856541789425,0.0007475687738714445,0.00196718806507144,0.012285220342195886,0.0009175523928936966,0.002269011818634487,0.01762990682376004,0.07200772590871643,0.2100560108993724,4.6926282197827
1.365,0.0004564647285979754,0.0005842840159407447,0.001534057614105668,0.003907474836683898,0.011514710746457957,-0.004931260846078417,0.011514710746457957,0.0006306428670362987,0.0019121921034453942,0.012228637729185627,0.000821704402798354,0.0022269219275458277,0.017539778248733685,0.07084642179999608,0.20803259498548077,4.585310052998995
1.37,0.00036992769011287834,0.0005082020201738497,0.0014872334182820272,0.0038653524580159696,0.011432270933693688,-0.004894723140857333,0.011432270933693688,0.0005568680414083515,0.0018986012477582872,0.012136034114933365,0.0007637556136484287,0.0021915158243652534,0.01739715393537585,0.06993132071677995,0.2037263787352108,4.52289596151161
1.375,0.00032033965121222076,0.0004656723819105524,0.0014656049846018399,0.003811424302758791,0.011327399050976503,-0.004852786099697774,0.011327399050976503,0.0005185600297296993,0.0018669824752414767,0.012020284106314168,0.0007300796978101088,0.002116707340491465,0.017221707772719086,0.06913613272253044,0.20012802434732552,4.4830504933552096
1.38,0.00020170893534474077,0.00036323866818567605,0.0014367741165809652,0.0038057891177033813,0.011215067660377701,-0.004796548310013007,0.011215067660377701,0.0004266653754433536,0.0018197780736929272,0.011887238123835242,0.0006698329328081315,0.002102781828017884,0.017029011069390754,0.06837227147532268,0.19723248024198706,4.441732338739511
1.385,0.00017778245659432802,0.00034600278788841134,0.0014340979335752296,0.0037505932196833596,0.011131277223544522,-0.004745485849922152,0.011131277223544522,0.0004128333709179139,0.0018009659704095631,0.011762011905247635,0.0006590650956107308,0.0020700290041453613,0.01685170648949432,0.0675915552729493,0.1941438280411772,4.390004322248329
1.39,0.00016198614781013184,0.00033697519505440334,0.0014215948886143253,0.0037571568618811097,0.011077623335222756,-0.004731581759405412,0.011077623335222756,0.00040584243963218705,0.001821861425305419,0.011656191969094997,0.0006512004460526928,0.0020772778826516395,0.01670654427617722,0.06689771061163301,0.19307238571551283,4.339634099134134
1.395,0.00013026840334901386,0.0003160432080141798,0.0014130155895911687,0.003767688357119172,0.011043950720316786,-0.004739016012206992,0.011043950720316786,0.00038857934469662856,0.001817269241296842,0.01158321775782253,0.0006407595971024784,0.002092904659763774,0.016609022860779622,0.06648024347284975,0.1933242643402267,4.303200415830599
1.4,-1.9625479322776182e-05,0.00031783871166426883,0.0014122843376518648,0.0037292662457546906,0.01102084740864297,-0.004751175003618146,0.01102084740864297,0.0004020576348897931,0.0018011611382302874,0.011546522742460512,0.0006435456315020797,0.002077342368902228,0.01657791126496256,0.06648221037114249,0.1931815200864088,4.296022035117998
