comparison,control_csv,test_csv,n_surface_points,n_timepoints,max_coordinate_difference_m,coordinate_match_mode,max_nearest_coordinate_distance_m,peak_abs_delta_w_mm,peak_abs_delta_w_time_s,peak_p95_abs_delta_w_mm_at_that_time,peak_abs_delta_disp_mag_mm,peak_abs_delta_disp_mag_time_s,peak_delta_vector_mm,peak_delta_vector_time_s,peak_abs_delta_vm_kpa,peak_abs_delta_vm_time_s,central_roi_points,central_anterior_roi_points
stage6_medium_upper_surface_minus_stage5_soft_interior,analysis_output\comsol_pipeline\manual_postprocess\tables\stage5_volumetric_skin_soft_interior_125g\outer_skin_free_bnd_dataset_stage5_soft_interior.csv,analysis_output\comsol_pipeline\manual_postprocess\tables\stage6_tumor_medium_upper_outer_surface\outer_skin_free_bnd_dataset_medium_upper_surface_stage5.csv,3032,201,0.14627498093450358,nearest_coordinate,0.0002169572197486097,0.011682232835390617,1.445,0.0015191529954050374,0.012435894351975493,1.44,0.017907158490263028,1.44,5.066485065621971,1.34,971,971
